state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.2685965,-0.28321636,-0.74957925","-0.94541013,0.99230874,0.9941423","-0.090279795,0.13643736,0.10680133,0.41020092,-0.113535464,0.8728083,-0.2685965,-0.28321636,-0.74957925",0.0
"-0.090279795,0.13643736,0.10680133,0.41020092,-0.113535464,0.8728083,-0.2685965,-0.28321636,-0.74957925","-0.93080634,0.9760908,0.99074054","-0.17916505,0.27064484,0.2132372,0.6277242,-0.38921574,0.5507583,-0.2685965,-0.28321636,-0.74957925",0.0
"-0.17916505,0.27064484,0.2132372,0.6277242,-0.38921574,0.5507583,-0.2685965,-0.28321636,-0.74957925","-0.9281914,0.8775295,0.88470006","-0.26780057,0.39130065,0.30828106,0.5823599,-0.64274436,0.16493283,-0.2685965,-0.28321636,-0.74957925",0.0
"-0.26780057,0.39130065,0.30828106,0.5823599,-0.64274436,0.16493283,-0.2685965,-0.28321636,-0.74957925","-0.91245407,0.8447156,0.85781515","-0.35493332,0.50744474,0.40043667,0.37430254,-0.75049174,-0.21126334,-0.2685965,-0.28321636,-0.74957925",0.0
"-0.35493332,0.50744474,0.40043667,0.37430254,-0.75049174,-0.21126334,-0.2685965,-0.28321636,-0.74957925","-0.9321339,0.82401,0.7160481","-0.44394535,0.6207419,0.4773621,0.12867957,-0.6901112,-0.5016621,-0.2685965,-0.28321636,-0.74957925",0.0
"-0.44394535,0.6207419,0.4773621,0.12867957,-0.6901112,-0.5016621,-0.2685965,-0.28321636,-0.74957925","-0.91738427,0.79577756,0.35701644","-0.5315489,0.7301573,0.51571655,-0.048474655,-0.54596746,-0.6860054,-0.2685965,-0.28321636,-0.74957925",0.0
"-0.5315489,0.7301573,0.51571655,-0.048474655,-0.54596746,-0.6860054,-0.2685965,-0.28321636,-0.74957925","-0.9177799,0.32704258,0.19643044","-0.6191902,0.7751241,0.53681916,-0.16513813,-0.43603504,-0.7426606,-0.2685965,-0.28321636,-0.74957925",0.0
"-0.6191902,0.7751241,0.53681916,-0.16513813,-0.43603504,-0.7426606,-0.2685965,-0.28321636,-0.74957925","-0.8472035,0.00966382,0.18979812","-0.700092,0.77645284,0.55720925,-0.25182799,-0.35624328,-0.74162316,-0.2685965,-0.28321636,-0.74957925",0.0
"-0.700092,0.77645284,0.55720925,-0.25182799,-0.35624328,-0.74162316,-0.2685965,-0.28321636,-0.74957925","-0.4308139,0.057583928,0.09625745","-0.74123156,0.7843704,0.5675502,-0.27914634,-0.3033852,-0.747698,-0.2685965,-0.28321636,-0.74957925",0.0
"-0.74123156,0.7843704,0.5675502,-0.27914634,-0.3033852,-0.747698,-0.2685965,-0.28321636,-0.74957925","-0.10649991,0.018991709,0.039895296","-0.75140154,0.7869817,0.5718361,-0.28221995,-0.28789443,-0.74920547,-0.2685965,-0.28321636,-0.74957925",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.002748538,0.005555555,-0.7596475","-0.81094646,-0.992042,-0.9887217","-0.07743951,-0.13640067,-0.106219,-0.41093388,0.10795854,0.87335616,0.002748538,0.005555555,-0.7596475",0.0
"-0.07743951,-0.13640067,-0.106219,-0.41093388,0.10795854,0.87335616,0.002748538,0.005555555,-0.7596475","-0.83792776,-0.97631854,-0.96825445","-0.15745553,-0.27063948,-0.21023917,-0.6458893,0.35496482,0.55509835,0.002748538,0.005555555,-0.7596475",0.0
"-0.15745553,-0.27063948,-0.21023917,-0.6458893,0.35496482,0.55509835,0.002748538,0.005555555,-0.7596475","-0.89936024,-0.97426635,-0.9443126","-0.2433379,-0.4045961,-0.31168726,-0.62640184,0.6087379,0.13145696,0.002748538,0.005555555,-0.7596475",0.0
"-0.2433379,-0.4045961,-0.31168726,-0.62640184,0.6087379,0.13145696,0.002748538,0.005555555,-0.7596475","-0.8631904,-0.95831716,-0.9494739","-0.32576632,-0.53635985,-0.4136898,-0.4214437,0.7025924,-0.28551766,0.002748538,0.005555555,-0.7596475",0.0
"-0.32576632,-0.53635985,-0.4136898,-0.4214437,0.7025924,-0.28551766,0.002748538,0.005555555,-0.7596475","-0.8661071,-0.93873143,-0.95097625","-0.40847328,-0.66543067,-0.5158537,-0.16856228,0.5903984,-0.59415424,0.002748538,0.005555555,-0.7596475",0.0
"-0.40847328,-0.66543067,-0.5158537,-0.16856228,0.5903984,-0.59415424,0.002748538,0.005555555,-0.7596475","-0.31194544,-0.9401855,-0.93856937","-0.43826178,-0.79470134,-0.61668473,-0.058489304,0.32781142,-0.7392727,0.002748538,0.005555555,-0.7596475",0.0
"-0.43826178,-0.79470134,-0.61668473,-0.058489304,0.32781142,-0.7392727,0.002748538,0.005555555,-0.7596475","0.6277573,-0.8925738,-0.6277044","-0.3783155,-0.9174256,-0.6841194,-0.032197844,0.095602594,-0.7498175,0.002748538,0.005555555,-0.7596475",0.0
"-0.3783155,-0.9174256,-0.6841194,-0.032197844,0.095602594,-0.7498175,0.002748538,0.005555555,-0.7596475","0.70570016,-0.4941355,-0.012327552","-0.3109263,-0.98536664,-0.6854437,-0.0036039616,0.015681224,-0.7578719,0.002748538,0.005555555,-0.7596475",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.7256141,-0.11520468,-0.42556617","-0.8491627,0.9875381,0.96708465","-0.08108887,0.1357814,0.10389452,0.40881702,-0.100476354,0.8760145,-0.7256141,-0.11520468,-0.42556617",0.0
"-0.08108887,0.1357814,0.10389452,0.40881702,-0.100476354,0.8760145,-0.7256141,-0.11520468,-0.42556617","-0.92977977,0.93138695,0.47404003","-0.16987608,0.2638423,0.15482092,0.59863347,-0.34699276,0.64367944,-0.7256141,-0.11520468,-0.42556617",0.0
"-0.16987608,0.2638423,0.15482092,0.59863347,-0.34699276,0.64367944,-0.7256141,-0.11520468,-0.42556617","-0.9371299,0.63349104,-0.31716168","-0.25936517,0.3509441,0.120748036,0.54528636,-0.5699177,0.53238225,-0.7256141,-0.11520468,-0.42556617",0.0
"-0.25936517,0.3509441,0.120748036,0.54528636,-0.5699177,0.53238225,-0.7256141,-0.11520468,-0.42556617","-0.9666955,0.88150525,0.006217599","-0.35167757,0.4721466,0.121415965,0.41562122,-0.8135608,0.2782718,-0.7256141,-0.11520468,-0.42556617",0.0
