state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.22795323,-0.50526315,0.04862008","-0.8556389,0.9334954,0.8724477","-0.08170729,0.12835081,0.0937276,0.38296363,-0.094536014,0.8918888,0.22795323,-0.50526315,0.04862008",0.0
"-0.08170729,0.12835081,0.0937276,0.38296363,-0.094536014,0.8918888,0.22795323,-0.50526315,0.04862008","-0.8570995,0.9127637,0.7050867","-0.16355407,0.25385115,0.16947551,0.60185754,-0.33303276,0.6410301,0.22795323,-0.50526315,0.04862008",0.0
"-0.16355407,0.25385115,0.16947551,0.60185754,-0.33303276,0.6410301,0.22795323,-0.50526315,0.04862008","-0.8208879,0.86963975,0.86766434","-0.24194291,0.37342215,0.26268923,0.6268631,-0.5879197,0.27359092,0.22795323,-0.50526315,0.04862008",0.0
"-0.24194291,0.37342215,0.26268923,0.6268631,-0.5879197,0.27359092,0.22795323,-0.50526315,0.04862008","-0.7162684,0.3203913,0.8001194","-0.31034136,0.41747433,0.34864655,0.4907892,-0.71352947,0.048226964,0.22795323,-0.50526315,0.04862008",0.0
"-0.31034136,0.41747433,0.34864655,0.4907892,-0.71352947,0.048226964,0.22795323,-0.50526315,0.04862008","-0.55128676,-0.4869929,0.7989981","-0.36298522,0.35051534,0.43448344,0.339598,-0.7257388,0.059216958,0.22795323,-0.50526315,0.04862008",0.0
"-0.36298522,0.35051534,0.43448344,0.339598,-0.7257388,0.059216958,0.22795323,-0.50526315,0.04862008","-0.1648233,-0.30235374,0.79424","-0.37872463,0.30894327,0.5198091,0.27809596,-0.678686,0.019168075,0.22795323,-0.50526315,0.04862008",0.0
"-0.37872463,0.30894327,0.5198091,0.27809596,-0.678686,0.019168075,0.22795323,-0.50526315,0.04862008","0.19333482,-0.27658248,0.6655965","-0.36026257,0.27091464,0.59131455,0.28865457,-0.6011205,-0.007057859,0.22795323,-0.50526315,0.04862008",0.0
"-0.36026257,0.27091464,0.59131455,0.28865457,-0.6011205,-0.007057859,0.22795323,-0.50526315,0.04862008","-0.045304477,-0.49181938,0.7167673","-0.3645888,0.20329206,0.66831726,0.24530481,-0.527399,0.004500955,0.22795323,-0.50526315,0.04862008",0.0
"-0.3645888,0.20329206,0.66831726,0.24530481,-0.527399,0.004500955,0.22795323,-0.50526315,0.04862008","0.00765121,-0.18125272,0.116095304","-0.36385816,0.17837076,0.68078953,0.23902427,-0.5104023,0.024795953,0.22795323,-0.50526315,0.04862008",0.0
"-0.36385816,0.17837076,0.68078953,0.23902427,-0.5104023,0.024795953,0.22795323,-0.50526315,0.04862008","-0.021537662,-0.07533306,0.020491123","-0.36591485,0.16801289,0.6829909,0.23367304,-0.5073642,0.036369186,0.22795323,-0.50526315,0.04862008",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.83877194,-0.0057894737,0.12066658","0.48288,0.9047022,0.8251549","0.04611154,0.12439189,0.0886469,0.37564412,0.06065143,0.899642,0.83877194,-0.0057894737,0.12066658",0.0
"0.04611154,0.12439189,0.0886469,0.37564412,0.06065143,0.899642,0.83877194,-0.0057894737,0.12066658","0.18687367,0.8057575,0.84265137","0.063956626,0.23517942,0.17917345,0.6523524,0.1387755,0.6589817,0.83877194,-0.0057894737,0.12066658",0.0
"0.063956626,0.23517942,0.17917345,0.6523524,0.1387755,0.6589817,0.83877194,-0.0057894737,0.12066658","-0.5693532,0.88261604,0.76385784","0.009587524,0.3565346,0.26123518,0.8452348,0.031258076,0.3109847,0.83877194,-0.0057894737,0.12066658",0.0
"0.009587524,0.3565346,0.26123518,0.8452348,0.031258076,0.3109847,0.83877194,-0.0057894737,0.12066658","-0.1488685,0.4253044,0.55612874","-0.004628335,0.4150118,0.32098043,0.8754749,-0.006940529,0.095040314,0.83877194,-0.0057894737,0.12066658",0.0
"-0.004628335,0.4150118,0.32098043,0.8754749,-0.006940529,0.095040314,0.83877194,-0.0057894737,0.12066658","-0.058335245,-0.34506047,0.51240087","-0.010198925,0.3675678,0.37602797,0.8352799,-0.020979583,0.11098302,0.83877194,-0.0057894737,0.12066658",0.0
"-0.010198925,0.3675678,0.37602797,0.8352799,-0.020979583,0.11098302,0.83877194,-0.0057894737,0.12066658","0.04430175,0.06309974,-0.17432517","-0.0059684273,0.3762437,0.35730013,0.84628516,-0.010079442,0.12140057,0.83877194,-0.0057894737,0.12066658",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.6004094,-0.09432748,0.6657879","0.16536677,0.31010294,0.8327924","0.01579133,0.042637557,0.08946742,0.21344963,0.01639419,0.9585374,0.6004094,-0.09432748,0.6657879",0.0
"0.01579133,0.042637557,0.08946742,0.21344963,0.01639419,0.9585374,0.6004094,-0.09432748,0.6657879","-0.032512844,0.34203398,0.75002","0.0126865925,0.089665465,0.17004256,0.40619034,0.021991484,0.8619154,0.6004094,-0.09432748,0.6657879",0.0
"0.0126865925,0.089665465,0.17004256,0.40619034,0.021991484,0.8619154,0.6004094,-0.09432748,0.6657879","-0.38292062,0.5159192,0.2836243","-0.023879545,0.1606017,0.20051253,0.56334186,-0.036535762,0.7438274,0.6004094,-0.09432748,0.6657879",0.0
"-0.023879545,0.1606017,0.20051253,0.56334186,-0.036535762,0.7438274,0.6004094,-0.09432748,0.6657879","-0.16475344,-0.081003904,0.6609682","-0.0396123,0.1494641,0.2715208,0.5963826,-0.06876825,0.66668665,0.6004094,-0.09432748,0.6657879",0.0
"-0.0396123,0.1494641,0.2715208,0.5963826,-0.06876825,0.66668665,0.6004094,-0.09432748,0.6657879","-0.07154894,-0.070625186,0.18213356","-0.0464447,0.13975352,0.29108754,0.5924127,-0.08120657,0.6536454,0.6004094,-0.09432748,0.6657879",0.0
"-0.0464447,0.13975352,0.29108754,0.5924127,-0.08120657,0.6536454,0.6004094,-0.09432748,0.6657879","-0.032194614,-0.025001168,0.006875634","-0.049519043,0.13631599,0.29182625,0.5869215,-0.08619053,0.65760416,0.6004094,-0.09432748,0.6657879",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.42380118,0.13935672,-0.061672516","-0.04036355,0.7648721,0.8552593","-0.003854421,0.10516597,0.091881044,0.34600505,0.0015994969,0.9142464,0.42380118,0.13935672,-0.061672516",0.0
"-0.003854421,0.10516597,0.091881044,0.34600505,0.0015994969,0.9142464,0.42380118,0.13935672,-0.061672516","0.31360745,0.7407874,0.86772525","0.026092818,0.20702043,0.18510133,0.62515754,0.057169676,0.69571465,0.42380118,0.13935672,-0.061672516",0.0
"0.026092818,0.20702043,0.18510133,0.62515754,0.057169676,0.69571465,0.42380118,0.13935672,-0.061672516","0.7830492,0.7197231,0.97865796","0.10086834,0.3059787,0.29023916,0.7619656,0.25597072,0.36760867,0.42380118,0.13935672,-0.061672516",0.0
"0.10086834,0.3059787,0.29023916,0.7619656,0.25597072,0.36760867,0.42380118,0.13935672,-0.061672516","0.19796038,0.8247485,0.9615377","0.119772114,0.4193774,0.39353776,0.78222245,0.31528136,-0.02081318,0.42380118,0.13935672,-0.061672516",0.0
"0.119772114,0.4193774,0.39353776,0.78222245,0.31528136,-0.02081318,0.42380118,0.13935672,-0.061672516","0.32370484,-0.4010077,0.9539199","0.15068358,0.3642409,0.49601796,0.6762359,0.35289612,-0.05078831,0.42380118,0.13935672,-0.061672516",0.0
"0.15068358,0.3642409,0.49601796,0.6762359,0.35289612,-0.05078831,0.42380118,0.13935672,-0.061672516","0.24838257,-0.48796606,0.9401126","0.17440231,0.29714814,0.59701484,0.56553245,0.3518828,-0.056476336,0.42380118,0.13935672,-0.061672516",0.0
"0.17440231,0.29714814,0.59701484,0.56553245,0.3518828,-0.056476336,0.42380118,0.13935672,-0.061672516","-0.1663574,-0.42253995,0.8892493","0.15851639,0.23905109,0.69254744,0.49182218,0.2739944,-0.07148515,0.42380118,0.13935672,-0.061672516",0.0
"0.15851639,0.23905109,0.69254744,0.49182218,0.2739944,-0.07148515,0.42380118,0.13935672,-0.061672516","-0.42207432,-0.3561114,0.7357936","0.118211366,0.19008765,0.7715942,0.4357207,0.17590125,-0.082310855,0.42380118,0.13935672,-0.061672516",0.0
"0.118211366,0.19008765,0.7715942,0.4357207,0.17590125,-0.082310855,0.42380118,0.13935672,-0.061672516","-0.20051455,-0.17182499,0.2453264","0.09906369,0.16646263,0.7979498,0.4141868,0.13931374,-0.078071415,0.42380118,0.13935672,-0.061672516",0.0
