uoc,state,action,next_state,reward
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.035964914,-0.16561402,0.49515146","0.9729829,-0.9264309,0.87792635","0.09291279,-0.1273795,0.094316214,-0.13847642,-0.035564367,0.9722033,-0.035964914,-0.16561402,0.49515146",0.0
3,"0.09291279,-0.1273795,0.094316214,-0.13847642,-0.035564367,0.9722033,-0.035964914,-0.16561402,0.49515146","0.8956796,-0.9266165,0.96897495","0.1784437,-0.25478455,0.19841386,-0.22471787,-0.13423894,0.9102734,-0.035964914,-0.16561402,0.49515146",0.0
3,"0.1784437,-0.25478455,0.19841386,-0.22471787,-0.13423894,0.9102734,-0.035964914,-0.16561402,0.49515146","0.95632386,-0.62088543,0.97617793","0.2697657,-0.34015316,0.30328533,-0.19079888,-0.20735215,0.84510416,-0.035964914,-0.16561402,0.49515146",0.0
3,"0.2697657,-0.34015316,0.30328533,-0.19079888,-0.20735215,0.84510416,-0.035964914,-0.16561402,0.49515146","0.91687274,-0.4034332,0.96549535","0.3573204,-0.3956232,0.4070092,-0.10946073,-0.21426536,0.77935183,-0.035964914,-0.16561402,0.49515146",0.0
3,"0.3573204,-0.3956232,0.4070092,-0.10946073,-0.21426536,0.77935183,-0.035964914,-0.16561402,0.49515146","0.6762661,-0.30579245,0.9495611","0.4218989,-0.43766814,0.5090212,-0.0489718,-0.1717376,0.7004117,-0.035964914,-0.16561402,0.49515146",0.0
3,"0.4218989,-0.43766814,0.5090212,-0.0489718,-0.1717376,0.7004117,-0.035964914,-0.16561402,0.49515146","0.21678972,-0.56515104,0.9338149","0.44260073,-0.5153736,0.60934156,-0.03671399,-0.16911165,0.5889462,-0.035964914,-0.16561402,0.49515146",0.0
3,"0.44260073,-0.5153736,0.60934156,-0.03671399,-0.16911165,0.5889462,-0.035964914,-0.16561402,0.49515146","0.086134195,-0.37434143,0.6662272","0.45082593,-0.5668436,0.6809148,-0.030100552,-0.15567149,0.50313145,-0.035964914,-0.16561402,0.49515146",0.0
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.07672515,-0.12807018,0.6313337","-0.92019254,-0.018384278,0.93800664","-0.08787171,-0.0025277531,0.10077067,0.12999928,-0.030810557,0.9723152,0.07672515,-0.12807018,0.6313337",0.0
3,"-0.08787171,-0.0025277531,0.10077067,0.12999928,-0.030810557,0.9723152,0.07672515,-0.12807018,0.6313337","-0.9131503,-0.2677955,0.94322467","-0.17507093,-0.039348274,0.20210195,0.16317971,-0.09325627,0.9286422,0.07672515,-0.12807018,0.6313337",0.0
3,"-0.17507093,-0.039348274,0.20210195,0.16317971,-0.09325627,0.9286422,0.07672515,-0.12807018,0.6313337","-0.8205685,-0.42450833,0.95549154","-0.25342926,-0.09771601,0.30475104,0.13924217,-0.13399872,0.8710582,0.07672515,-0.12807018,0.6313337",0.0
3,"-0.25342926,-0.09771601,0.30475104,0.13924217,-0.13399872,0.8710582,0.07672515,-0.12807018,0.6313337","-0.57800055,-0.46316487,0.9560877","-0.30862415,-0.16139881,0.40746424,0.10840829,-0.14781028,0.7957229,0.07672515,-0.12807018,0.6313337",0.0
3,"-0.30862415,-0.16139881,0.40746424,0.10840829,-0.14781028,0.7957229,0.07672515,-0.12807018,0.6313337","-0.35371804,-0.44081616,0.91489124","-0.34240165,-0.2220088,0.5057516,0.085898325,-0.14689586,0.7060382,0.07672515,-0.12807018,0.6313337",0.0
3,"-0.34240165,-0.2220088,0.5057516,0.085898325,-0.14689586,0.7060382,0.07672515,-0.12807018,0.6313337","-0.05430746,-0.2181158,0.5108845","-0.34758762,-0.25199863,0.56063634,0.08194994,-0.14530197,0.647634,0.07672515,-0.12807018,0.6313337",0.0
3,"-0.34758762,-0.25199863,0.56063634,0.08194994,-0.14530197,0.647634,0.07672515,-0.12807018,0.6313337","0.03443587,-0.03932154,0.080391765","-0.34429923,-0.25740516,0.56927294,0.082630195,-0.14291368,0.6383203,0.07672515,-0.12807018,0.6313337",0.0
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.007426901,0.0056725144,0.64963955","-0.31869233,-0.6882942,0.97227216","-0.030432818,-0.094636925,0.10445184,-0.057946727,0.011372771,0.97969925,-0.007426901,0.0056725144,0.64963955",0.0
3,"-0.030432818,-0.094636925,0.10445184,-0.057946727,0.011372771,0.97969925,-0.007426901,0.0056725144,0.64963955","-0.24142635,-0.4378237,0.9642948","-0.053487293,-0.15483548,0.2080467,-0.041831553,0.012967874,0.94579417,-0.007426901,0.0056725144,0.64963955",0.0
3,"-0.053487293,-0.15483548,0.2080467,-0.041831553,0.012967874,0.94579417,-0.007426901,0.0056725144,0.64963955","-0.27125847,-0.4778508,0.9636514","-0.079390526,-0.22053754,0.31157243,-0.036496587,0.0152703,0.8889935,-0.007426901,0.0056725144,0.64963955",0.0
3,"-0.079390526,-0.22053754,0.31157243,-0.036496587,0.0152703,0.8889935,-0.007426901,0.0056725144,0.64963955","-0.083737075,-0.48847532,0.95826006","-0.08738682,-0.28770044,0.41451898,-0.03456094,0.015748292,0.81151,-0.007426901,0.0056725144,0.64963955",0.0
3,"-0.08738682,-0.28770044,0.41451898,-0.03456094,0.015748292,0.81151,-0.007426901,0.0056725144,0.64963955","0.058632016,-0.47630864,0.92742217","-0.0817879,-0.35319048,0.5141526,-0.03299072,0.014654019,0.71822333,-0.007426901,0.0056725144,0.64963955",0.0
3,"-0.0817879,-0.35319048,0.5141526,-0.03299072,0.014654019,0.71822333,-0.007426901,0.0056725144,0.64963955","0.16186202,-0.2199359,0.5078366","-0.06633125,-0.3834306,0.5687099,-0.02372364,0.010933718,0.66058904,-0.007426901,0.0056725144,0.64963955",0.0
3,"-0.06633125,-0.3834306,0.5687099,-0.02372364,0.010933718,0.66058904,-0.007426901,0.0056725144,0.64963955","0.17509031,-0.009308577,0.08153963","-0.049611405,-0.38471055,0.5774698,-0.017436245,0.008600083,0.65107703,-0.007426901,0.0056725144,0.64963955",0.0
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.13023393,-0.28245613,0.5664788","-0.710637,0.75131786,0.9035065","-0.06786067,0.10330234,0.09706427,0.34192416,-0.068096556,0.9120086,0.13023393,-0.28245613,0.5664788",0.0
3,"-0.06786067,0.10330234,0.09706427,0.34192416,-0.068096556,0.9120086,0.13023393,-0.28245613,0.5664788","-0.9035465,0.23121929,0.8329506","-0.1541428,0.13509381,0.18654868,0.45198438,-0.23121645,0.79375845,0.13023393,-0.28245613,0.5664788",0.0
3,"-0.1541428,0.13509381,0.18654868,0.45198438,-0.23121645,0.79375845,0.13023393,-0.28245613,0.5664788","-0.9081167,-0.60753584,0.86532044","-0.24086136,0.051560756,0.27951062,0.3275132,-0.30126655,0.7814987,0.13023393,-0.28245613,0.5664788",0.0
3,"-0.24086136,0.051560756,0.27951062,0.3275132,-0.30126655,0.7814987,0.13023393,-0.28245613,0.5664788","-0.8199922,-0.7099473,0.94452834","-0.31916466,-0.046053354,0.38098192,0.19911201,-0.30117953,0.7507186,0.13023393,-0.28245613,0.5664788",0.0
3,"-0.31916466,-0.046053354,0.38098192,0.19911201,-0.30117953,0.7507186,0.13023393,-0.28245613,0.5664788","-0.46079648,-0.4743675,0.94299877","-0.36316738,-0.11127646,0.48228893,0.14183438,-0.29547772,0.66983575,0.13023393,-0.28245613,0.5664788",0.0
3,"-0.36316738,-0.11127646,0.48228893,0.14183438,-0.29547772,0.66983575,0.13023393,-0.28245613,0.5664788","-0.19635814,-0.27798665,0.6799145","-0.38191813,-0.14949822,0.55533266,0.11849478,-0.28866664,0.59503776,0.13023393,-0.28245613,0.5664788",0.0
3,"-0.38191813,-0.14949822,0.55533266,0.11849478,-0.28866664,0.59503776,0.13023393,-0.28245613,0.5664788","0.058249474,-0.038294256,0.15340483","-0.3763557,-0.15476352,0.5718131,0.12360064,-0.28674692,0.574702,0.13023393,-0.28245613,0.5664788",0.0
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.029707603,-0.2883041,0.43591902","0.9495902,-0.9431254,0.6020973","0.09067896,-0.12967491,0.06468372,-0.18302938,-0.04756649,0.9685738,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.09067896,-0.12967491,0.06468372,-0.18302938,-0.04756649,0.9685738,-0.029707603,-0.2883041,0.43591902","0.9735434,-0.93418777,0.9316726","0.1836453,-0.25812098,0.16477394,-0.2673906,-0.16711152,0.9051736,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.1836453,-0.25812098,0.16477394,-0.2673906,-0.16711152,0.9051736,-0.029707603,-0.2883041,0.43591902","0.985899,-0.87126404,0.9757776","0.2777915,-0.37791535,0.26960242,-0.26067418,-0.3016808,0.81461966,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.2777915,-0.37791535,0.26960242,-0.26067418,-0.3016808,0.81461966,-0.029707603,-0.2883041,0.43591902","0.97901607,-0.53948677,0.9658687","0.37128043,-0.45209205,0.37336636,-0.15643157,-0.35080808,0.74490786,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.37128043,-0.45209205,0.37336636,-0.15643157,-0.35080808,0.74490786,-0.029707603,-0.2883041,0.43591902","0.8637309,-0.32428837,0.94932127","0.45376047,-0.49668008,0.47535262,-0.051473685,-0.31185994,0.68307436,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.45376047,-0.49668008,0.47535262,-0.051473685,-0.31185994,0.68307436,-0.029707603,-0.2883041,0.43591902","0.37635887,-0.4831537,0.93885756","0.48970002,-0.56311125,0.5762147,-0.014839062,-0.27951753,0.58640397,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.48970002,-0.56311125,0.5762147,-0.014839062,-0.27951753,0.58640397,-0.029707603,-0.2883041,0.43591902","0.024789333,-0.60099846,0.8732166","0.4920672,-0.6457455,0.67002493,-0.012384661,-0.26455683,0.47141364,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.4920672,-0.6457455,0.67002493,-0.012384661,-0.26455683,0.47141364,-0.029707603,-0.2883041,0.43591902","-0.036745727,-0.3177898,0.32743025","0.48855823,-0.68944,0.705201,-0.015446592,-0.2684731,0.4183852,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.48855823,-0.68944,0.705201,-0.015446592,-0.2684731,0.4183852,-0.029707603,-0.2883041,0.43591902","-0.014448404,-0.044528246,-0.05148816","0.4871785,-0.6955625,0.69966966,-0.017148005,-0.2817523,0.41803038,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.4871785,-0.6955625,0.69966966,-0.017148005,-0.2817523,0.41803038,-0.029707603,-0.2883041,0.43591902","-0.041929305,0.031753063,-0.07479322","0.48317453,-0.6911966,0.6916346,-0.020986311,-0.287103,0.42629087,-0.029707603,-0.2883041,0.43591902",0.0
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.10017544,-0.4191228,0.47972226","0.91561794,-0.9562939,-0.38711852","0.08743486,-0.13148549,-0.041588373,-0.32490635,-0.08554675,0.9260974,-0.10017544,-0.4191228,0.47972226",0.0
3,"0.08743486,-0.13148549,-0.041588373,-0.32490635,-0.08554675,0.9260974,-0.10017544,-0.4191228,0.47972226","0.9870837,-0.85312337,0.8588619","0.18169418,-0.24878559,0.050679736,-0.3822632,-0.23857589,0.8696405,-0.10017544,-0.4191228,0.47972226",0.0
3,"0.18169418,-0.24878559,0.050679736,-0.3822632,-0.23857589,0.8696405,-0.10017544,-0.4191228,0.47972226","0.9949813,-0.76400363,0.96334934","0.27670768,-0.35383222,0.15417302,-0.33495167,-0.3874962,0.80456483,-0.10017544,-0.4191228,0.47972226",0.0
3,"0.27670768,-0.35383222,0.15417302,-0.33495167,-0.3874962,0.80456483,-0.10017544,-0.4191228,0.47972226","0.9731314,-0.42680615,0.95496035","0.36963466,-0.4125159,0.25676507,-0.19569683,-0.43627313,0.7750545,-0.10017544,-0.4191228,0.47972226",0.0
3,"0.36963466,-0.4125159,0.25676507,-0.19569683,-0.43627313,0.7750545,-0.10017544,-0.4191228,0.47972226","0.7566308,-0.40340507,0.9485915","0.44188744,-0.4679821,0.35867295,-0.08395942,-0.42288455,0.72952926,-0.10017544,-0.4191228,0.47972226",0.0
3,"0.44188744,-0.4679821,0.35867295,-0.08395942,-0.42288455,0.72952926,-0.10017544,-0.4191228,0.47972226","0.08273554,-0.6551659,0.9419671","0.44978806,-0.5580641,0.4598691,-0.07332974,-0.42415488,0.63085014,-0.10017544,-0.4191228,0.47972226",0.0
3,"0.44978806,-0.5580641,0.4598691,-0.07332974,-0.42415488,0.63085014,-0.10017544,-0.4191228,0.47972226","-0.11937839,-0.5836386,0.87300575","0.4383883,-0.63831145,0.5536567,-0.08453718,-0.40119278,0.5323102,-0.10017544,-0.4191228,0.47972226",0.0
3,"0.4383883,-0.63831145,0.5536567,-0.08453718,-0.40119278,0.5323102,-0.10017544,-0.4191228,0.47972226","-0.069174886,-0.36632693,0.43899417","0.4317826,-0.6886796,0.60081816,-0.091974616,-0.39535788,0.47009504,-0.10017544,-0.4191228,0.47972226",0.0
