state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.011578948,0.022163741,-0.46819258","0.81451,0.97021055,0.9564061","0.0777798,0.13339897,0.102747306,0.40124807,0.1060117,0.87942797,0.011578948,0.022163741,-0.46819258",0.0
"0.0777798,0.13339897,0.102747306,0.40124807,0.1060117,0.87942797,0.011578948,0.022163741,-0.46819258","0.8864701,0.9122566,0.9593531","0.16243125,0.25882956,0.2058112,0.62428796,0.35607633,0.5823995,0.011578948,0.022163741,-0.46819258",0.0
"0.16243125,0.25882956,0.2058112,0.62428796,0.35607633,0.5823995,0.011578948,0.022163741,-0.46819258","0.3097868,0.8893409,0.95477223","0.19201364,0.3811094,0.30838296,0.7061294,0.49347472,0.1862645,0.011578948,0.022163741,-0.46819258",0.0
"0.19201364,0.3811094,0.30838296,0.7061294,0.49347472,0.1862645,0.011578948,0.022163741,-0.46819258","0.6180178,0.9222144,0.96187234","0.25102985,0.5079092,0.4117175,0.58000845,0.5919898,-0.22599998,0.011578948,0.022163741,-0.46819258",0.0
"0.25102985,0.5079092,0.4117175,0.58000845,0.5919898,-0.22599998,0.011578948,0.022163741,-0.46819258","0.40076303,0.88185024,0.96552944","0.28929982,0.6291591,0.5154449,0.3926491,0.5133288,-0.53819346,0.011578948,0.022163741,-0.46819258",0.0
"0.28929982,0.6291591,0.5154449,0.3926491,0.5133288,-0.53819346,0.011578948,0.022163741,-0.46819258","-0.10132986,0.83376956,0.93960106","0.27962354,0.74379814,0.6163867,0.24633981,0.30612862,-0.6942834,0.011578948,0.022163741,-0.46819258",0.0
"0.27962354,0.74379814,0.6163867,0.24633981,0.30612862,-0.6942834,0.011578948,0.022163741,-0.46819258","0.170187,0.5092455,0.9411285","0.29587516,0.81381685,0.71749264,0.10672148,0.15263522,-0.6794849,0.011578948,0.022163741,-0.46819258",0.0
"0.29587516,0.81381685,0.71749264,0.10672148,0.15263522,-0.6794849,0.011578948,0.022163741,-0.46819258","0.21396828,-0.0013585687,0.95587754","0.31630757,0.8136301,0.82018304,0.041435912,0.07426039,-0.5669803,0.011578948,0.022163741,-0.46819258",0.0
"0.31630757,0.8136301,0.82018304,0.041435912,0.07426039,-0.5669803,0.011578948,0.022163741,-0.46819258","0.15564406,-0.14161468,0.7171402","0.33117047,0.7941589,0.89722574,0.01667439,0.039877724,-0.46225816,0.011578948,0.022163741,-0.46819258",0.0
"0.33117047,0.7941589,0.89722574,0.01667439,0.039877724,-0.46225816,0.011578948,0.022163741,-0.46819258","-0.095312834,0.10798848,-0.012151659","0.32206878,0.80900675,0.8959202,0.012920536,0.03157181,-0.46546915,0.011578948,0.022163741,-0.46819258",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.0026900587,-0.034210525,-0.6184311","0.94387674,0.9691807,0.9325037","0.090133384,0.13325736,0.10017946,0.3936773,0.12058211,0.88174796,0.0026900587,-0.034210525,-0.6184311",0.0
"0.090133384,0.13325736,0.10017946,0.3936773,0.12058211,0.88174796,0.0026900587,-0.034210525,-0.6184311","0.987399,0.93692005,0.9299717","0.18442282,0.26207906,0.20008689,0.5991174,0.39891246,0.58479875,0.0026900587,-0.034210525,-0.6184311",0.0
"0.18442282,0.26207906,0.20008689,0.5991174,0.39891246,0.58479875,0.0026900587,-0.034210525,-0.6184311","0.8919331,0.9421115,0.8829062","0.26959595,0.39161456,0.29493803,0.5717139,0.65556926,0.18493065,0.0026900587,-0.034210525,-0.6184311",0.0
"0.26959595,0.39161456,0.29493803,0.5717139,0.65556926,0.18493065,0.0026900587,-0.034210525,-0.6184311","0.9544934,0.9458828,0.89122427","0.36074314,0.5216686,0.3906828,0.3523779,0.76707196,-0.22839744,0.0026900587,-0.034210525,-0.6184311",0.0
"0.36074314,0.5216686,0.3906828,0.3523779,0.76707196,-0.22839744,0.0026900587,-0.034210525,-0.6184311","0.93513465,0.98342824,0.95905924","0.4500417,0.65688497,0.4937151,0.09608637,0.6442342,-0.571106,0.0026900587,-0.034210525,-0.6184311",0.0
"0.4500417,0.65688497,0.4937151,0.09608637,0.6442342,-0.571106,0.0026900587,-0.034210525,-0.6184311","0.8217125,0.9767904,0.96636605","0.52850926,0.7911887,0.5975324,-0.038225934,0.3609118,-0.7446646,0.0026900587,-0.034210525,-0.6184311",0.0
"0.52850926,0.7911887,0.5975324,-0.038225934,0.3609118,-0.7446646,0.0026900587,-0.034210525,-0.6184311","0.84127855,0.9170146,0.9548197","0.6088453,0.9172735,0.7001092,-0.034033496,0.0783517,-0.73200744,0.0026900587,-0.034210525,-0.6184311",0.0
"0.6088453,0.9172735,0.7001092,-0.034033496,0.0783517,-0.73200744,0.0026900587,-0.034210525,-0.6184311","0.4199252,0.42853928,0.7284061","0.6489451,0.9761954,0.77836215,0.0128279505,-0.038219687,-0.63324857,0.0026900587,-0.034210525,-0.6184311",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.046900585,0.01,-0.4651852","0.00046265125,-0.97279775,-0.9579783","4.417472e-05,-0.13375469,-0.10291621,-0.4158658,0.005731562,0.8789235,-0.046900585,0.01,-0.4651852",0.0
"4.417472e-05,-0.13375469,-0.10291621,-0.4158658,0.005731562,0.8789235,-0.046900585,0.01,-0.4651852","0.20768201,-0.9114418,-0.9318491","0.019876296,-0.2590733,-0.20302533,-0.71633166,-0.038987815,0.58591646,-0.046900585,0.01,-0.4651852",0.0
"0.019876296,-0.2590733,-0.20302533,-0.71633166,-0.038987815,0.58591646,-0.046900585,0.01,-0.4651852","0.33942163,-0.897642,-0.93369144","0.0522886,-0.38249445,-0.3033324,-0.85242885,-0.13543338,0.19118144,-0.046900585,0.01,-0.4651852",0.0
"0.0522886,-0.38249445,-0.3033324,-0.85242885,-0.13543338,0.19118144,-0.046900585,0.01,-0.4651852","0.47210407,-0.8821184,-0.9425662","0.09737111,-0.5037812,-0.40459287,-0.7986952,-0.24616756,-0.20892116,-0.046900585,0.01,-0.4651852",0.0
"0.09737111,-0.5037812,-0.40459287,-0.7986952,-0.24616756,-0.20892116,-0.046900585,0.01,-0.4651852","0.037815213,-0.89850694,-0.9226411","0.10098218,-0.62732136,-0.5037127,-0.63185966,-0.20136806,-0.52901614,-0.046900585,0.01,-0.4651852",0.0
"0.10098218,-0.62732136,-0.5037127,-0.63185966,-0.20136806,-0.52901614,-0.046900585,0.01,-0.4651852","-0.065647006,-0.6780603,-0.943279","0.094713375,-0.72055125,-0.6050497,-0.41682374,-0.12176559,-0.6736713,-0.046900585,0.01,-0.4651852",0.0
"0.094713375,-0.72055125,-0.6050497,-0.41682374,-0.12176559,-0.6736713,-0.046900585,0.01,-0.4651852","-0.058019996,-0.7029033,-0.9545408","0.08917289,-0.81719685,-0.7075966,-0.18765289,-0.047965568,-0.6901198,-0.046900585,0.01,-0.4651852",0.0
"0.08917289,-0.81719685,-0.7075966,-0.18765289,-0.047965568,-0.6901198,-0.046900585,0.01,-0.4651852","-0.27018642,-0.1413027,-0.9267163","0.06337205,-0.83662534,-0.8071542,-0.074745305,-0.009174562,-0.58778447,-0.046900585,0.01,-0.4651852",0.0
"0.06337205,-0.83662534,-0.8071542,-0.074745305,-0.009174562,-0.58778447,-0.046900585,0.01,-0.4651852","-0.32822752,0.47114444,-0.6710586","0.0320287,-0.7718454,-0.8792463,-0.07106915,-0.001356315,-0.48347375,-0.046900585,0.01,-0.4651852",0.0
"0.0320287,-0.7718454,-0.8792463,-0.07106915,-0.001356315,-0.48347375,-0.046900585,0.01,-0.4651852","-0.29717565,-0.04955226,-0.11157417","0.0036505864,-0.7786586,-0.8912327,-0.05741667,0.005131359,-0.4685771,-0.046900585,0.01,-0.4651852",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.11450293,0.024970759,-0.44393736","-0.022856414,-0.96163297,-0.9658532","-0.0021826269,-0.13221958,-0.10376222,-0.41381657,0.008626761,0.8797548,-0.11450293,0.024970759,-0.44393736",0.0
"-0.0021826269,-0.13221958,-0.10376222,-0.41381657,0.008626761,0.8797548,-0.11450293,0.024970759,-0.44393736","-0.143466,-0.87819874,-0.9419588","-0.015882593,-0.2529674,-0.20495746,-0.7089162,0.041198242,0.5938214,-0.11450293,0.024970759,-0.44393736",0.0
"-0.015882593,-0.2529674,-0.20495746,-0.7089162,0.041198242,0.5938214,-0.11450293,0.024970759,-0.44393736","0.012494206,-0.89469844,-0.94042826","-0.014689488,-0.37598386,-0.30598825,-0.85753334,0.045397382,0.20073257,-0.11450293,0.024970759,-0.44393736",0.0
"-0.014689488,-0.37598386,-0.30598825,-0.85753334,0.045397382,0.20073257,-0.11450293,0.024970759,-0.44393736","0.21364164,-0.92359513,-0.9505594","0.0057117357,-0.5029735,-0.40810743,-0.8328485,-0.009155749,-0.2116041,-0.11450293,0.024970759,-0.44393736",0.0
"0.0057117357,-0.5029735,-0.40810743,-0.8328485,-0.009155749,-0.2116041,-0.11450293,0.024970759,-0.44393736","-0.08055669,-0.8814504,-0.94593436","-0.0019808444,-0.62416846,-0.5097297,-0.6577619,0.009882915,-0.52725625,-0.11450293,0.024970759,-0.44393736",0.0
"-0.0019808444,-0.62416846,-0.5097297,-0.6577619,0.009882915,-0.52725625,-0.11450293,0.024970759,-0.44393736","0.30648398,-0.5007549,-0.9511331","0.027286153,-0.69301975,-0.61191046,-0.45253894,-0.03307688,-0.64278084,-0.11450293,0.024970759,-0.44393736",0.0
"0.027286153,-0.69301975,-0.61191046,-0.45253894,-0.03307688,-0.64278084,-0.11450293,0.024970759,-0.44393736","-0.37999332,-0.365072,-0.9707655","-0.00900045,-0.7432153,-0.71620035,-0.2623477,0.013211868,-0.6418376,-0.11450293,0.024970759,-0.44393736",0.0
"-0.00900045,-0.7432153,-0.71620035,-0.2623477,0.013211868,-0.6418376,-0.11450293,0.024970759,-0.44393736","-0.19304585,0.08436155,-0.9522291","-0.02743493,-0.7316161,-0.8184988,-0.15562735,0.019257838,-0.5447054,-0.11450293,0.024970759,-0.44393736",0.0
"-0.02743493,-0.7316161,-0.8184988,-0.15562735,0.019257838,-0.5447054,-0.11450293,0.024970759,-0.44393736","-0.083535016,0.40978336,-0.6082734","-0.035411917,-0.675273,-0.883846,-0.13169095,0.020536898,-0.45370564,-0.11450293,0.024970759,-0.44393736",0.0
"-0.035411917,-0.675273,-0.883846,-0.13169095,0.020536898,-0.45370564,-0.11450293,0.024970759,-0.44393736","-0.10389423,-0.053788662,-0.05340326","-0.045333065,-0.68266875,-0.8895831,-0.12078713,0.023168268,-0.44949168,-0.11450293,0.024970759,-0.44393736",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.020409357,-0.032046784,-0.30644754","0.86489606,-0.957371,-0.95015717","0.08259129,-0.1316336,-0.10207598,-0.3984845,-0.099789284,0.88177586,-0.020409357,-0.032046784,-0.30644754",0.0
