state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.66456145,-0.0057894737,0.3481818","0.5686244,-0.95761824,0.16530728","0.054299492,-0.1316676,0.017759088,-0.25499007,-0.03805063,0.9551047,-0.66456145,-0.0057894737,0.3481818",0.0
"0.054299492,-0.1316676,0.017759088,-0.25499007,-0.03805063,0.9551047,-0.66456145,-0.0057894737,0.3481818","0.5170826,-0.82989717,0.8241048","0.10367712,-0.24577421,0.106293224,-0.35339093,-0.11324408,0.8999687,-0.66456145,-0.0057894737,0.3481818",0.0
"0.10367712,-0.24577421,0.106293224,-0.35339093,-0.11324408,0.8999687,-0.66456145,-0.0057894737,0.3481818","-0.13528001,-0.90686065,0.80026627","0.09075886,-0.37046292,0.1922664,-0.47316658,-0.13265929,0.80214006,-0.66456145,-0.0057894737,0.3481818",0.0
"0.09075886,-0.37046292,0.1922664,-0.47316658,-0.13265929,0.80214006,-0.66456145,-0.0057894737,0.3481818","0.24725688,-0.7733313,0.74616313","0.11437009,-0.47679204,0.27242723,-0.53020954,-0.19296767,0.69882655,-0.66456145,-0.0057894737,0.3481818",0.0
"0.11437009,-0.47679204,0.27242723,-0.53020954,-0.19296767,0.69882655,-0.66456145,-0.0057894737,0.3481818","-0.87528306,-0.9438325,0.44519186","0.030786913,-0.60656416,0.32025453,-0.68451136,-0.060596652,0.525579,-0.66456145,-0.0057894737,0.3481818",0.0
"0.030786913,-0.60656416,0.32025453,-0.68451136,-0.060596652,0.525579,-0.66456145,-0.0057894737,0.3481818","-0.11728835,-0.86189777,0.91858315","0.019586727,-0.7250707,0.41893855,-0.6934512,-0.036924228,0.38800445,-0.66456145,-0.0057894737,0.3481818",0.0
"0.019586727,-0.7250707,0.41893855,-0.6934512,-0.036924228,0.38800445,-0.66456145,-0.0057894737,0.3481818","-0.22613025,-0.33740652,0.50889564","-0.0020070705,-0.77146244,0.47360957,-0.6674453,0.009997936,0.34305257,-0.66456145,-0.0057894737,0.3481818",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.5123977,0.09140351,0.79726297","0.34514832,0.8808,0.82054627","0.032959163,0.12110547,0.0881518,0.3707275,0.044344813,0.9030439,0.5123977,0.09140351,0.79726297",0.0
"0.032959163,0.12110547,0.0881518,0.3707275,0.044344813,0.9030439,0.5123977,0.09140351,0.79726297","-0.19110483,0.4671408,-0.023565888","0.0147100445,0.18533494,0.0856201,0.49361944,0.028623274,0.8371171,0.5123977,0.09140351,0.79726297",0.0
"0.0147100445,0.18533494,0.0856201,0.49361944,0.028623274,0.8371171,0.5123977,0.09140351,0.79726297","0.27051425,-0.07780516,0.3679936","0.040542196,0.17463714,0.12515388,0.51247543,0.07146411,0.81119823,0.5123977,0.09140351,0.79726297",0.0
"0.040542196,0.17463714,0.12515388,0.51247543,0.07146411,0.81119823,0.5123977,0.09140351,0.79726297","0.095862985,-0.05942273,0.20716453","0.04969642,0.16646683,0.1474097,0.5180786,0.08740972,0.7978439,0.5123977,0.09140351,0.79726297",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.42192984,0.46690056,0.18931343","0.55128515,0.52257776,0.96405566","0.052643735,0.071851745,0.10356911,0.28787985,0.053919245,0.9320098,0.42192984,0.46690056,0.18931343",0.0
"0.052643735,0.071851745,0.10356911,0.28787985,0.053919245,0.9320098,0.42192984,0.46690056,0.18931343","0.93185353,0.6409364,0.89666593","0.14162898,0.15997721,0.19989851,0.5056176,0.24750791,0.74544245,0.42192984,0.46690056,0.18931343",0.0
"0.14162898,0.15997721,0.19989851,0.5056176,0.24750791,0.74544245,0.42192984,0.46690056,0.18931343","0.74421334,0.7992884,0.97633624","0.21269596,0.26987526,0.30478692,0.60095227,0.4817294,0.4143682,0.42192984,0.46690056,0.18931343",0.0
"0.21269596,0.26987526,0.30478692,0.60095227,0.4817294,0.4143682,0.42192984,0.46690056,0.18931343","0.2561475,0.120740294,0.8992597","0.2371562,0.28647646,0.40139493,0.5705207,0.5341199,0.23261628,0.42192984,0.46690056,0.18931343",0.0
"0.2371562,0.28647646,0.40139493,0.5705207,0.5341199,0.23261628,0.42192984,0.46690056,0.18931343","0.1723057,-0.5447961,0.79234874","0.25361013,0.21156985,0.48651752,0.4884208,0.5079107,0.23867233,0.42192984,0.46690056,0.18931343",0.0
"0.25361013,0.21156985,0.48651752,0.4884208,0.5079107,0.23867233,0.42192984,0.46690056,0.18931343","0.07996404,-0.35466182,0.67296565","0.26124611,0.16280569,0.5588147,0.43369257,0.473968,0.21098743,0.42192984,0.46690056,0.18931343",0.0
"0.26124611,0.16280569,0.5588147,0.43369257,0.473968,0.21098743,0.42192984,0.46690056,0.18931343","0.019417405,-0.03844309,0.19818401","0.26310033,0.15752,0.5801057,0.421445,0.46619272,0.18818568,0.42192984,0.46690056,0.18931343",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.04754386,-0.5036257,0.18532537","-0.7091298,0.6314838,0.8875848","-0.06771675,0.08682577,0.09535379,0.30727416,-0.06045068,0.92653096,-0.04754386,-0.5036257,0.18532537",0.0
"-0.06771675,0.08682577,0.09535379,0.30727416,-0.06045068,0.92653096,-0.04754386,-0.5036257,0.18532537","-0.93180823,0.6529622,0.910444","-0.15669768,0.17660472,0.19316338,0.51824427,-0.2713765,0.73050106,-0.04754386,-0.5036257,0.18532537",0.0
"-0.15669768,0.17660472,0.19316338,0.51824427,-0.2713765,0.73050106,-0.04754386,-0.5036257,0.18532537","-0.8866808,-0.363555,0.97356844","-0.24136925,0.12661777,0.29775447,0.4266207,-0.39611828,0.66321754,-0.04754386,-0.5036257,0.18532537",0.0
"-0.24136925,0.12661777,0.29775447,0.4266207,-0.39611828,0.66321754,-0.04754386,-0.5036257,0.18532537","-0.76476765,-0.03684795,0.9456911","-0.31439903,0.12155138,0.3993507,0.34647292,-0.5147787,0.5209519,-0.04754386,-0.5036257,0.18532537",0.0
"-0.31439903,0.12155138,0.3993507,0.34647292,-0.5147787,0.5209519,-0.04754386,-0.5036257,0.18532537","-0.8049898,-0.114813924,0.9797282","-0.39126968,0.10576507,0.50460356,0.21040644,-0.5745452,0.38125396,-0.04754386,-0.5036257,0.18532537",0.0
"-0.39126968,0.10576507,0.50460356,0.21040644,-0.5745452,0.38125396,-0.04754386,-0.5036257,0.18532537","-0.8504821,-0.3143835,0.72342634","-0.47248456,0.06253896,0.58232176,0.05394514,-0.5554687,0.32279435,-0.04754386,-0.5036257,0.18532537",0.0
"-0.47248456,0.06253896,0.58232176,0.05394514,-0.5554687,0.32279435,-0.04754386,-0.5036257,0.18532537","-0.69102156,-0.003069818,0.86505044","-0.5384721,0.06211689,0.6752547,-0.05657821,-0.5138356,0.18608311,-0.04754386,-0.5036257,0.18532537",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.62163746,-0.097836256,0.18931343","-0.70239043,0.93256164,0.9233422","-0.06707318,0.12822244,0.099195234,0.39302397,-0.07814449,0.8875576,0.62163746,-0.097836256,0.18931343",0.0
"-0.06707318,0.12822244,0.099195234,0.39302397,-0.07814449,0.8875576,0.62163746,-0.097836256,0.18931343","0.049284816,0.66037285,0.96894836","-0.06236684,0.2190203,0.20328999,0.6483659,-0.12278419,0.65287083,0.62163746,-0.097836256,0.18931343",0.0
"-0.06236684,0.2190203,0.20328999,0.6483659,-0.12278419,0.65287083,0.62163746,-0.097836256,0.18931343","0.34587646,0.46318185,0.896353","-0.029338144,0.28270546,0.29958576,0.77961755,-0.0662462,0.39812887,0.62163746,-0.097836256,0.18931343",0.0
"-0.029338144,0.28270546,0.29958576,0.77961755,-0.0662462,0.39812887,0.62163746,-0.097836256,0.18931343","-0.2920345,-0.335647,0.9847251","-0.057225317,0.23655576,0.4053754,0.7314529,-0.12705074,0.31931698,0.62163746,-0.097836256,0.18931343",0.0
"-0.057225317,0.23655576,0.4053754,0.7314529,-0.12705074,0.31931698,0.62163746,-0.097836256,0.18931343","-0.07406223,-0.45370138,0.9035944","-0.06429772,0.17417416,0.50244915,0.65957385,-0.12916486,0.27727106,0.62163746,-0.097836256,0.18931343",0.0
"-0.06429772,0.17417416,0.50244915,0.65957385,-0.12916486,0.27727106,0.62163746,-0.097836256,0.18931343","0.07725477,-0.021833241,0.70004797","-0.056920443,0.17117223,0.5776558,0.6285559,-0.107729465,0.17061841,0.62163746,-0.097836256,0.18931343",0.0
"-0.056920443,0.17117223,0.5776558,0.6285559,-0.107729465,0.17061841,0.62163746,-0.097836256,0.18931343","0.05099821,-0.067384005,-0.037694514","-0.05205048,0.1619073,0.5736063,0.6269743,-0.09758008,0.19081663,0.62163746,-0.097836256,0.18931343",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.30783626,-0.48175436,0.6989999","-0.49719352,0.37572265,-0.0072636604","-0.047478363,0.051659938,-0.00078035,0.11036853,-0.010731369,0.98654485,0.30783626,-0.48175436,0.6989999",0.0
"-0.047478363,0.051659938,-0.00078035,0.11036853,-0.010731369,0.98654485,0.30783626,-0.48175436,0.6989999","-0.88938886,0.7759161,0.6102871","-0.13240853,0.15834442,0.06478316,0.38520607,-0.16383685,0.88514405,0.30783626,-0.48175436,0.6989999",0.0
"-0.13240853,0.15834442,0.06478316,0.38520607,-0.16383685,0.88514405,0.30783626,-0.48175436,0.6989999","-0.93271685,0.52867794,0.64457035","-0.22147623,0.23103493,0.13402976,0.48230284,-0.3952364,0.72261924,0.30783626,-0.48175436,0.6989999",0.0
"-0.22147623,0.23103493,0.13402976,0.48230284,-0.3952364,0.72261924,0.30783626,-0.48175436,0.6989999","-0.87413365,-0.49274457,0.65592134","-0.30494964,0.16328512,0.20449582,0.33391973,-0.46489573,0.7351644,0.30783626,-0.48175436,0.6989999",0.0
"-0.30494964,0.16328512,0.20449582,0.33391973,-0.46489573,0.7351644,0.30783626,-0.48175436,0.6989999","-0.2817924,-0.0628708,0.310086","-0.33185875,0.15464072,0.23780857,0.29970363,-0.5021091,0.70464873,0.30783626,-0.48175436,0.6989999",0.0
"-0.33185875,0.15464072,0.23780857,0.29970363,-0.5021091,0.70464873,0.30783626,-0.48175436,0.6989999","0.08994138,-0.13509864,0.19346237","-0.32327002,0.13606536,0.2585924,0.3055647,-0.48162615,0.7033415,0.30783626,-0.48175436,0.6989999",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.20637427,0.23269005,0.5664788","-0.66125655,-0.966117,0.84715605","-0.06314522,-0.13283613,0.09101054,-0.15480521,0.037023887,0.9700644,-0.20637427,0.23269005,0.5664788",0.0
"-0.06314522,-0.13283613,0.09101054,-0.15480521,0.037023887,0.9700644,-0.20637427,0.23269005,0.5664788","0.13711858,-0.9015036,0.8242729","-0.050051395,-0.25678828,0.17956275,-0.2875089,0.051445976,0.9080273,-0.20637427,0.23269005,0.5664788",0.0
"-0.050051395,-0.25678828,0.17956275,-0.2875089,0.051445976,0.9080273,-0.20637427,0.23269005,0.5664788","-0.16726828,-0.89005136,0.73889554","-0.0660243,-0.3791658,0.2589428,-0.40565294,0.09128498,0.81191593,-0.20637427,0.23269005,0.5664788",0.0
