uoc,state,action,next_state,reward
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.05795322,0.037777778,-0.61392003","0.8143152,0.942858,0.93900347","0.077761196,0.12963812,0.10087773,0.39200088,0.103681564,0.8847692,0.05795322,0.037777778,-0.61392003",0.0
7,"0.077761196,0.12963812,0.10087773,0.39200088,0.103681564,0.8847692,0.05795322,0.037777778,-0.61392003","0.7094455,0.9379195,0.872908","0.1455081,0.25859722,0.19465476,0.6359959,0.3192836,0.5985064,0.05795322,0.037777778,-0.61392003",0.0
7,"0.1455081,0.25859722,0.19465476,0.6359959,0.3192836,0.5985064,0.05795322,0.037777778,-0.61392003","-0.61011624,0.8656676,0.87714636","0.087246425,0.3776221,0.28888714,0.82799095,0.23881963,0.22389661,0.05795322,0.037777778,-0.61392003",0.0
7,"0.087246425,0.3776221,0.28888714,0.82799095,0.23881963,0.22389661,0.05795322,0.037777778,-0.61392003","0.7569833,0.9945705,0.9831433","0.15953283,0.51437044,0.39450684,0.73598063,0.4098057,-0.21811596,0.05795322,0.037777778,-0.61392003",0.0
7,"0.15953283,0.51437044,0.39450684,0.73598063,0.4098057,-0.21811596,0.05795322,0.037777778,-0.61392003","0.08497596,0.92804396,0.9534662","0.16764742,0.64197177,0.49693826,0.5676134,0.33674538,-0.5489375,0.05795322,0.037777778,-0.61392003",0.0
7,"0.16764742,0.64197177,0.49693826,0.5676134,0.33674538,-0.5489375,0.05795322,0.037777778,-0.61392003","-0.69875294,0.9915439,0.84553945","0.100921586,0.778304,0.58777505,0.37048393,0.12765798,-0.73621136,0.05795322,0.037777778,-0.61392003",0.0
7,"0.100921586,0.778304,0.58777505,0.37048393,0.12765798,-0.73621136,0.05795322,0.037777778,-0.61392003","0.62749565,0.74285555,0.8385862","0.16084288,0.88044286,0.67786485,0.13083665,0.078996554,-0.74483365,0.05795322,0.037777778,-0.61392003",0.0
7,"0.16084288,0.88044286,0.67786485,0.13083665,0.078996554,-0.74483365,0.05795322,0.037777778,-0.61392003","0.7349113,-0.44003677,0.97388196","0.23102158,0.8199401,0.78248954,0.080388665,0.07907238,-0.6137641,0.05795322,0.037777778,-0.61392003",0.0
7,"0.23102158,0.8199401,0.78248954,0.080388665,0.07907238,-0.6137641,0.05795322,0.037777778,-0.61392003","-0.8041351,0.23501372,0.086404085","0.15423252,0.8522533,0.79177195,0.062074706,0.03921827,-0.60990894,0.05795322,0.037777778,-0.61392003",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.038011696,-0.00046783625,-0.30644754","-0.12307423,-0.94870335,-0.9700456","-0.0117527,-0.13044184,-0.10421261,-0.41043514,0.020954134,0.88115966,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"-0.0117527,-0.13044184,-0.10421261,-0.41043514,0.020954134,0.88115966,-0.038011696,-0.00046783625,-0.30644754","0.9581864,-0.9302028,-0.8375963","0.07974715,-0.25833994,-0.19419609,-0.69020957,-0.17065603,0.5995933,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.07974715,-0.25833994,-0.19419609,-0.69020957,-0.17065603,0.5995933,-0.038011696,-0.00046783625,-0.30644754","-0.1560167,-0.0034169555,-0.906756","0.064848684,-0.2588098,-0.29160947,-0.74083465,-0.147141,0.45526013,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.064848684,-0.2588098,-0.29160947,-0.74083465,-0.147141,0.45526013,-0.038011696,-0.00046783625,-0.30644754","-0.47840738,-0.7445679,-0.8679799","0.019164246,-0.36118406,-0.38485706,-0.82803285,-0.044113312,0.11072528,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.019164246,-0.36118406,-0.38485706,-0.82803285,-0.044113312,0.11072528,-0.038011696,-0.00046783625,-0.30644754","0.88773394,-0.7568038,-0.97759765","0.1039364,-0.46524078,-0.48988098,-0.72521853,-0.23948145,-0.23228358,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.1039364,-0.46524078,-0.48988098,-0.72521853,-0.23948145,-0.23228358,-0.038011696,-0.00046783625,-0.30644754","0.24878144,-0.60356057,-0.8743404","0.12769322,-0.5482273,-0.5838119,-0.56829387,-0.23475996,-0.4472701,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.12769322,-0.5482273,-0.5838119,-0.56829387,-0.23475996,-0.4472701,-0.038011696,-0.00046783625,-0.30644754","-0.09286547,-0.85293114,-0.9489279","0.11882524,-0.66550094,-0.6857557,-0.354922,-0.13279293,-0.597357,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.11882524,-0.66550094,-0.6857557,-0.354922,-0.13279293,-0.597357,-0.038011696,-0.00046783625,-0.30644754","0.52797604,-0.24435455,-0.97843343","0.16924311,-0.69909847,-0.7908695,-0.1878388,-0.103768915,-0.556644,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.16924311,-0.69909847,-0.7908695,-0.1878388,-0.103768915,-0.556644,-0.038011696,-0.00046783625,-0.30644754","-0.7263653,-0.57300663,-0.9567069","0.099880494,-0.77788395,-0.89364904,-0.05524177,-0.011839516,-0.46520072,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.099880494,-0.77788395,-0.89364904,-0.05524177,-0.011839516,-0.46520072,-0.038011696,-0.00046783625,-0.30644754","-0.6303878,0.57407737,-0.82397795","0.039683037,-0.69895136,-0.98216945,-0.04264367,0.00049079716,-0.33313063,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.039683037,-0.69895136,-0.98216945,-0.04264367,0.00049079716,-0.33313063,-0.038011696,-0.00046783625,-0.30644754","-0.13176727,0.091383815,-0.35502148","0.02710022,-0.6863866,-1.0,-0.03710689,0.002643723,-0.3066613,-0.038011696,-0.00046783625,-0.30644754",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.11707603,-0.0057894737,-0.44393736","-0.110361814,0.9944098,0.992957","-0.0105387475,0.13672623,0.10667399,0.42595345,-0.008315329,0.8726198,0.11707603,-0.0057894737,-0.44393736",0.0
7,"-0.0105387475,0.13672623,0.10667399,0.42595345,-0.008315329,0.8726198,0.11707603,-0.0057894737,-0.44393736","0.68788767,0.9826633,0.98494244","0.055149537,0.27183738,0.21248697,0.7276642,0.13322741,0.54969364,0.11707603,-0.0057894737,-0.44393736",0.0
7,"0.055149537,0.27183738,0.21248697,0.7276642,0.13322741,0.54969364,0.11707603,-0.0057894737,-0.44393736","-0.4449265,0.9768026,0.9047235","0.012662288,0.40614274,0.30968198,0.8737813,0.04057106,0.13123812,0.11707603,-0.0057894737,-0.44393736",0.0
7,"0.012662288,0.40614274,0.30968198,0.8737813,0.04057106,0.13123812,0.11707603,-0.0057894737,-0.44393736","0.16166627,0.8911828,0.9778292","0.028100245,0.5286758,0.41473073,0.8169905,0.07812351,-0.27133986,0.11707603,-0.0057894737,-0.44393736",0.0
7,"0.028100245,0.5286758,0.41473073,0.8169905,0.07812351,-0.27133986,0.11707603,-0.0057894737,-0.44393736","-0.8129397,0.98149824,0.97863114","-0.049529597,0.6636268,0.51986563,0.60372835,-0.08884669,-0.59298384,0.11707603,-0.0057894737,-0.44393736",0.0
7,"-0.049529597,0.6636268,0.51986563,0.60372835,-0.08884669,-0.59298384,0.11707603,-0.0057894737,-0.44393736","0.18940926,0.75362027,0.9927442","-0.03144239,0.76724577,0.6265167,0.3512304,-0.028989542,-0.7118063,0.11707603,-0.0057894737,-0.44393736",0.0
7,"-0.03144239,0.76724577,0.6265167,0.3512304,-0.028989542,-0.7118063,0.11707603,-0.0057894737,-0.44393736","-0.2438826,0.2037605,0.9367964","-0.054731406,0.79526186,0.7271573,0.1933869,-0.027707135,-0.66195107,0.11707603,-0.0057894737,-0.44393736",0.0
7,"-0.054731406,0.79526186,0.7271573,0.1933869,-0.027707135,-0.66195107,0.11707603,-0.0057894737,-0.44393736","-0.3567894,-0.3297553,0.96259046","-0.0888022,0.7499223,0.83056885,0.12614974,-0.030113272,-0.5378833,0.11707603,-0.0057894737,-0.44393736",0.0
7,"-0.0888022,0.7499223,0.83056885,0.12614974,-0.030113272,-0.5378833,0.11707603,-0.0057894737,-0.44393736","0.5598341,-0.4504652,0.6641357","-0.03534211,0.68798566,0.9019174,0.108156115,-0.006232907,-0.4364613,0.11707603,-0.0057894737,-0.44393736",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.5911696,0.104502924,-0.4906826","-0.34100676,-0.955423,-0.8850231","-0.032563675,-0.13136575,-0.09507859,-0.39926526,0.04680823,0.8878637,-0.5911696,0.104502924,-0.4906826",0.0
7,"-0.032563675,-0.13136575,-0.09507859,-0.39926526,0.04680823,0.8878637,-0.5911696,0.104502924,-0.4906826","-0.4291849,-0.9590716,-0.9488907","-0.07354773,-0.26323316,-0.1970185,-0.69905055,0.17040499,0.5871001,-0.5911696,0.104502924,-0.4906826",0.0
7,"-0.07354773,-0.26323316,-0.1970185,-0.69905055,0.17040499,0.5871001,-0.5911696,0.104502924,-0.4906826","0.40151668,-0.9837943,-0.9752965","-0.0352058,-0.39849985,-0.3017952,-0.86656636,0.10206201,0.1596778,-0.5911696,0.104502924,-0.4906826",0.0
7,"-0.0352058,-0.39849985,-0.3017952,-0.86656636,0.10206201,0.1596778,-0.5911696,0.104502924,-0.4906826","-0.38475633,-0.9709381,-0.967839","-0.07194724,-0.5319989,-0.40577072,-0.80571455,0.19122137,-0.26761827,-0.5911696,0.104502924,-0.4906826",0.0
7,"-0.07194724,-0.5319989,-0.40577072,-0.80571455,0.19122137,-0.26761827,-0.5911696,0.104502924,-0.4906826","-0.32410485,-0.6683223,-0.91919494","-0.1028969,-0.6238898,-0.50452036,-0.6285558,0.21667947,-0.52391243,-0.5911696,0.104502924,-0.4906826",0.0
7,"-0.1028969,-0.6238898,-0.50452036,-0.6285558,0.21667947,-0.52391243,-0.5911696,0.104502924,-0.4906826","0.59781826,0.30754876,-0.45483762","-0.045809597,-0.58160347,-0.55338377,-0.62517744,0.09644889,-0.48306984,-0.5911696,0.104502924,-0.4906826",0.0
7,"-0.045809597,-0.58160347,-0.55338377,-0.62517744,0.09644889,-0.48306984,-0.5911696,0.104502924,-0.4906826","-0.014716804,-0.009872794,-0.17633677","-0.047214944,-0.582961,-0.57232773,-0.59878063,0.09532816,-0.4938401,-0.5911696,0.104502924,-0.4906826",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.037368424,0.006725146,-0.30644754","-0.82460034,-0.93881065,-0.86799335","-0.07874335,-0.12908164,-0.09324907,-0.38183329,0.10240392,0.8915701,-0.037368424,0.006725146,-0.30644754",0.0
7,"-0.07874335,-0.12908164,-0.09324907,-0.38183329,0.10240392,0.8915701,-0.037368424,0.006725146,-0.30644754","0.57944083,-0.9079128,-0.9963635","-0.023410961,-0.25391498,-0.20028903,-0.70622194,0.057839695,0.5987369,-0.037368424,0.006725146,-0.30644754",0.0
7,"-0.023410961,-0.25391498,-0.20028903,-0.70622194,0.057839695,0.5987369,-0.037368424,0.006725146,-0.30644754","0.87729,-0.54682016,-0.9893285","0.060363863,-0.32909998,-0.30657318,-0.8114121,-0.14985158,0.29618752,-0.037368424,0.006725146,-0.30644754",0.0
7,"0.060363863,-0.32909998,-0.30657318,-0.8114121,-0.14985158,0.29618752,-0.037368424,0.006725146,-0.30644754","0.86326873,-0.3819989,-0.97299397","0.14279976,-0.38162288,-0.41110253,-0.74508435,-0.35222378,0.031032244,-0.037368424,0.006725146,-0.30644754",0.0
7,"0.14279976,-0.38162288,-0.41110253,-0.74508435,-0.35222378,0.031032244,-0.037368424,0.006725146,-0.30644754","-0.14996529,-0.72378236,-0.9889999","0.12847917,-0.48113927,-0.5173514,-0.6736334,-0.28139913,-0.28896403,-0.037368424,0.006725146,-0.30644754",0.0
7,"0.12847917,-0.48113927,-0.5173514,-0.6736334,-0.28139913,-0.28896403,-0.037368424,0.006725146,-0.30644754","-0.17695248,-0.75311923,-0.9721469","0.11158148,-0.5846894,-0.6217897,-0.50667953,-0.17910066,-0.5116124,-0.037368424,0.006725146,-0.30644754",0.0
