state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.13473685,-0.5555555,0.6989999","0.7690667,-0.96465135,-0.789109","0.07344028,-0.1326346,-0.08477447,-0.383045,-0.08403151,0.8948922,-0.13473685,-0.5555555,0.6989999",0.0
"0.07344028,-0.1326346,-0.08477447,-0.383045,-0.08403151,0.8948922,-0.13473685,-0.5555555,0.6989999","0.9678707,-0.5869175,-0.64980304","0.16586491,-0.21333274,-0.15458322,-0.5341534,-0.2999278,0.724424,-0.13473685,-0.5555555,0.6989999",0.0
"0.16586491,-0.21333274,-0.15458322,-0.5341534,-0.2999278,0.724424,-0.13473685,-0.5555555,0.6989999","0.9784478,0.015006781,-0.4366926","0.25929958,-0.2112694,-0.2014974,-0.448021,-0.46655914,0.66762924,-0.13473685,-0.5555555,0.6989999",0.0
"0.25929958,-0.2112694,-0.2014974,-0.448021,-0.46655914,0.66762924,-0.13473685,-0.5555555,0.6989999","0.96383893,0.30978286,-0.5212316","0.35133922,-0.16867587,-0.25749367,-0.28450602,-0.551376,0.65745205,-0.13473685,-0.5555555,0.6989999",0.0
"0.35133922,-0.16867587,-0.25749367,-0.28450602,-0.551376,0.65745205,-0.13473685,-0.5555555,0.6989999","0.8189292,0.23557758,-0.12374431","0.42954102,-0.13628517,-0.27078763,-0.13284774,-0.56396675,0.686653,-0.13473685,-0.5555555,0.6989999",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.3546199,-0.55333334,0.51169205","0.4024198,-0.91865563,-0.79439986","0.03842817,-0.12631042,-0.08534288,-0.37819386,-0.04004924,0.9004088,-0.3546199,-0.55333334,0.51169205",0.0
"0.03842817,-0.12631042,-0.08534288,-0.37819386,-0.04004924,0.9004088,-0.3546199,-0.55333334,0.51169205","0.8679229,-0.8485543,-0.46509647","0.121308506,-0.24298228,-0.13530847,-0.59996855,-0.23416562,0.70259345,-0.3546199,-0.55333334,0.51169205",0.0
"0.121308506,-0.24298228,-0.13530847,-0.59996855,-0.23416562,0.70259345,-0.3546199,-0.55333334,0.51169205","0.95117855,-0.32538748,-0.57197297","0.21213914,-0.28772143,-0.19675589,-0.59467256,-0.460346,0.54351467,-0.3546199,-0.55333334,0.51169205",0.0
"0.21213914,-0.28772143,-0.19675589,-0.59467256,-0.460346,0.54351467,-0.3546199,-0.55333334,0.51169205","0.943043,0.4177165,-0.66999733","0.30219293,-0.23028758,-0.26873413,-0.41976917,-0.5762721,0.54091585,-0.3546199,-0.55333334,0.51169205",0.0
"0.30219293,-0.23028758,-0.26873413,-0.41976917,-0.5762721,0.54091585,-0.3546199,-0.55333334,0.51169205","0.27958846,0.47364068,-0.7030542","0.32889158,-0.16516444,-0.34426373,-0.34231097,-0.56293935,0.53678447,-0.3546199,-0.55333334,0.51169205",0.0
