state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.094795324,0.35064328,-0.6149007","0.8965039,0.9838278,0.99414206","0.08560963,0.13527127,0.10680131,0.40657043,0.11806781,0.8740158,0.094795324,0.35064328,-0.6149007",0.0
"0.08560963,0.13527127,0.10680131,0.40657043,0.11806781,0.8740158,0.094795324,0.35064328,-0.6149007","0.975253,0.98048425,0.99307775","0.17873922,0.27008283,0.21348828,0.62156934,0.3978554,0.55140704,0.094795324,0.35064328,-0.6149007",0.0
"0.17873922,0.27008283,0.21348828,0.62156934,0.3978554,0.55140704,0.094795324,0.35064328,-0.6149007","0.94911623,0.9603603,0.97069263","0.2693729,0.40212744,0.3177704,0.57273036,0.65579844,0.12738025,0.094795324,0.35064328,-0.6149007",0.0
"0.2693729,0.40212744,0.3177704,0.57273036,0.65579844,0.12738025,0.094795324,0.35064328,-0.6149007","0.75058174,0.9649174,0.9536054","0.34104803,0.5347987,0.42021677,0.38447487,0.7169382,-0.28977925,0.094795324,0.35064328,-0.6149007",0.0
"0.34104803,0.5347987,0.42021677,0.38447487,0.7169382,-0.28977925,0.094795324,0.35064328,-0.6149007","0.31883192,0.9592258,0.87420297","0.37149417,0.66668737,0.5141329,0.23631582,0.56794554,-0.5953735,0.094795324,0.35064328,-0.6149007",0.0
"0.37149417,0.66668737,0.5141329,0.23631582,0.56794554,-0.5953735,0.094795324,0.35064328,-0.6149007","0.17159879,0.07091403,0.88651395","0.3878806,0.67643774,0.6093716,0.15807004,0.44683534,-0.6242468,0.094795324,0.35064328,-0.6149007",0.0
"0.3878806,0.67643774,0.6093716,0.15807004,0.44683534,-0.6242468,0.094795324,0.35064328,-0.6149007","0.061277032,-0.01731199,0.5811591","0.39373213,0.6740575,0.67180586,0.1222671,0.37019673,-0.61003166,0.094795324,0.35064328,-0.6149007",0.0
"0.39373213,0.6740575,0.67180586,0.1222671,0.37019673,-0.61003166,0.094795324,0.35064328,-0.6149007","0.070255995,0.015427113,0.16902375","0.40044105,0.6761787,0.6899641,0.106224455,0.34729192,-0.6054407,0.094795324,0.35064328,-0.6149007",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.20321639,0.11654971,-0.35214671","0.9887662,0.98372304,0.9885267","0.09442,0.13525686,0.10619805,0.40245238,0.12906204,0.8745566,-0.20321639,0.11654971,-0.35214671",0.0
"0.09442,0.13525686,0.10619805,0.40245238,0.12906204,0.8745566,-0.20321639,0.11654971,-0.35214671","0.98531055,0.96163726,0.9735167","0.18851002,0.26747704,0.21078354,0.6050261,0.41402683,0.5599844,-0.20321639,0.11654971,-0.35214671",0.0
"0.18851002,0.26747704,0.21078354,0.6050261,0.41402683,0.5599844,-0.20321639,0.11654971,-0.35214671","0.9773228,0.97246706,0.9823108","0.28183725,0.4011863,0.3163138,0.546575,0.67766356,0.13161147,-0.20321639,0.11654971,-0.35214671",0.0
"0.28183725,0.4011863,0.3163138,0.546575,0.67766356,0.13161147,-0.20321639,0.11654971,-0.35214671","0.9646797,0.96542096,0.9917599","0.37395716,0.5339267,0.42285916,0.30755153,0.75068474,-0.2910056,-0.20321639,0.11654971,-0.35214671",0.0
"0.37395716,0.5339267,0.42285916,0.30755153,0.75068474,-0.2910056,-0.20321639,0.11654971,-0.35214671","0.9701271,0.85846615,0.9850533","0.46659726,0.65196145,0.528684,0.058020297,0.60616237,-0.57894117,-0.20321639,0.11654971,-0.35214671",0.0
"0.46659726,0.65196145,0.528684,0.058020297,0.60616237,-0.57894117,-0.20321639,0.11654971,-0.35214671","0.9687357,0.026658893,0.9715891","0.55910444,0.65562695,0.63306236,-0.090789266,0.45194712,-0.5987999,-0.20321639,0.11654971,-0.35214671",0.0
"0.55910444,0.65562695,0.63306236,-0.090789266,0.45194712,-0.5987999,-0.20321639,0.11654971,-0.35214671","0.9554374,-0.41387272,0.91953564","0.65034175,0.5987216,0.73184866,-0.1750821,0.3299781,-0.5204502,-0.20321639,0.11654971,-0.35214671",0.0
"0.65034175,0.5987216,0.73184866,-0.1750821,0.3299781,-0.5204502,-0.20321639,0.11654971,-0.35214671","0.893296,-0.5785923,0.8431524","0.735645,0.51916826,0.822429,-0.21038671,0.22168714,-0.4196328,-0.20321639,0.11654971,-0.35214671",0.0
"0.735645,0.51916826,0.822429,-0.21038671,0.22168714,-0.4196328,-0.20321639,0.11654971,-0.35214671","0.6631824,-0.3181638,0.65827894","0.79897416,0.4754224,0.89314836,-0.19346625,0.13434146,-0.35407034,-0.20321639,0.11654971,-0.35214671",0.0
"0.79897416,0.4754224,0.89314836,-0.19346625,0.13434146,-0.35407034,-0.20321639,0.11654971,-0.35214671","0.28422713,-0.010351956,0.12921333","0.82611585,0.4739991,0.9070298,-0.1895506,0.10846761,-0.34469202,-0.20321639,0.11654971,-0.35214671",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.08678363,-0.3662573,-0.391635","-0.8914427,0.9869015,0.9942901","-0.085126296,0.13569388,0.10681721,0.4106157,-0.10650458,0.87356496,-0.08678363,-0.3662573,-0.391635",0.0
"-0.085126296,0.13569388,0.10681721,0.4106157,-0.10650458,0.87356496,-0.08678363,-0.3662573,-0.391635","-0.91005117,0.97039795,0.9851165","-0.17202958,0.2691186,0.21264888,0.63431203,-0.37386015,0.5543541,-0.08678363,-0.3662573,-0.391635",0.0
"-0.17202958,0.2691186,0.21264888,0.63431203,-0.37386015,0.5543541,-0.08678363,-0.3662573,-0.391635","-0.93797964,0.92973495,0.9695251","-0.26159984,0.3969524,0.31680557,0.59549356,-0.6320569,0.13983674,-0.08678363,-0.3662573,-0.391635",0.0
"-0.26159984,0.3969524,0.31680557,0.59549356,-0.6320569,0.13983674,-0.08678363,-0.3662573,-0.391635","-0.8882124,0.8743025,0.9686792","-0.34641767,0.5171645,0.42087138,0.3847639,-0.72211164,-0.25542805,-0.08678363,-0.3662573,-0.391635",0.0
"-0.34641767,0.5171645,0.42087138,0.3847639,-0.72211164,-0.25542805,-0.08678363,-0.3662573,-0.391635","-0.88956684,0.6781595,0.9222728","-0.43136483,0.610408,0.51995164,0.14584018,-0.63879824,-0.5107961,-0.08678363,-0.3662573,-0.391635",0.0
"-0.43136483,0.610408,0.51995164,0.14584018,-0.63879824,-0.5107961,-0.08678363,-0.3662573,-0.391635","-0.8904147,-0.2625364,0.9177315","-0.51639295,0.5743106,0.61854404,-0.022516338,-0.5492521,-0.49711776,-0.08678363,-0.3662573,-0.391635",0.0
"-0.51639295,0.5743106,0.61854404,-0.022516338,-0.5492521,-0.49711776,-0.08678363,-0.3662573,-0.391635","-0.5826872,-0.50527215,0.8946295","-0.5720354,0.50483835,0.7146547,-0.098231316,-0.45242321,-0.42654908,-0.08678363,-0.3662573,-0.391635",0.0
"-0.5720354,0.50483835,0.7146547,-0.098231316,-0.45242321,-0.42654908,-0.08678363,-0.3662573,-0.391635","-0.14990854,-0.26015246,0.58266973","-0.5863505,0.4690688,0.77725124,-0.10048459,-0.38288024,-0.38867974,-0.08678363,-0.3662573,-0.391635",0.0
"-0.5863505,0.4690688,0.77725124,-0.10048459,-0.38288024,-0.38867974,-0.08678363,-0.3662573,-0.391635","-0.026151597,-0.043347478,0.19978309","-0.5888478,0.46310884,0.79871404,-0.09610817,-0.3563408,-0.3805831,-0.08678363,-0.3662573,-0.391635",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.05187135,-0.22847952,-0.35214671","-0.8985765,0.9861362,0.9944643","-0.085807525,0.13558866,0.10683592,0.41021132,-0.10733468,0.8736575,-0.05187135,-0.22847952,-0.35214671",0.0
"-0.085807525,0.13558866,0.10683592,0.41021132,-0.10733468,0.8736575,-0.05187135,-0.22847952,-0.35214671","-0.9146794,0.97796345,0.9913926","-0.17315276,0.27005363,0.21334183,0.6343495,-0.37691936,0.5516713,-0.05187135,-0.22847952,-0.35214671",0.0
"-0.17315276,0.27005363,0.21334183,0.6343495,-0.37691936,0.5516713,-0.05187135,-0.22847952,-0.35214671","-0.9205102,0.96091485,0.98263323","-0.26105478,0.4021745,0.31890672,0.5979423,-0.63250214,0.12554036,-0.05187135,-0.22847952,-0.35214671",0.0
"-0.26105478,0.4021745,0.31890672,0.5979423,-0.63250214,0.12554036,-0.05187135,-0.22847952,-0.35214671","-0.9550246,0.95144415,0.9884225","-0.35225272,0.5329932,0.42509353,0.36750016,-0.72112805,-0.29164726,-0.05187135,-0.22847952,-0.35214671",0.0
"-0.35225272,0.5329932,0.42509353,0.36750016,-0.72112805,-0.29164726,-0.05187135,-0.22847952,-0.35214671","-0.92348146,0.798918,0.9864285","-0.44043848,0.6428404,0.5310661,0.11986615,-0.601985,-0.5662564,-0.05187135,-0.22847952,-0.35214671",0.0
"-0.44043848,0.6428404,0.5310661,0.11986615,-0.601985,-0.5662564,-0.05187135,-0.22847952,-0.35214671","-0.9012012,0.09696972,0.9880843","-0.52649665,0.6561732,0.6372166,-0.032033384,-0.4535452,-0.5990006,-0.05187135,-0.22847952,-0.35214671",0.0
"-0.52649665,0.6561732,0.6372166,-0.032033384,-0.4535452,-0.5990006,-0.05187135,-0.22847952,-0.35214671","-0.42517602,-0.5653782,0.95742774","-0.5670979,0.5784367,0.7400736,-0.07338138,-0.37061024,-0.49933693,-0.05187135,-0.22847952,-0.35214671",0.0
"-0.5670979,0.5784367,0.7400736,-0.07338138,-0.37061024,-0.49933693,-0.05187135,-0.22847952,-0.35214671","0.05758083,-0.6050827,0.8514004","-0.5615993,0.49524105,0.83154017,-0.0533421,-0.30229014,-0.3978996,-0.05187135,-0.22847952,-0.35214671",0.0
"-0.5615993,0.49524105,0.83154017,-0.0533421,-0.30229014,-0.3978996,-0.05187135,-0.22847952,-0.35214671","-0.119464695,-0.18641162,0.47278643","-0.57300735,0.46961045,0.8823319,-0.051712275,-0.24695627,-0.35669336,-0.05187135,-0.22847952,-0.35214671",0.0
"-0.57300735,0.46961045,0.8823319,-0.051712275,-0.24695627,-0.35669336,-0.05187135,-0.22847952,-0.35214671","-0.043929875,0.013929963,0.11641657","-0.5772023,0.47152582,0.8948386,-0.05083517,-0.22957297,-0.3508362,-0.05187135,-0.22847952,-0.35214671",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.23584796,0.5520468,-0.4906826","0.98369396,0.95035684,0.9878484","0.093935646,0.13066918,0.106125176,0.39404452,0.12583387,0.8792983,-0.23584796,0.5520468,-0.4906826",0.0
"0.093935646,0.13066918,0.106125176,0.39404452,0.12583387,0.8792983,-0.23584796,0.5520468,-0.4906826","0.98990536,0.9165181,0.9301901","0.18846442,0.25668573,0.20605606,0.59079355,0.4043277,0.5858034,-0.23584796,0.5520468,-0.4906826",0.0
"0.18846442,0.25668573,0.20605606,0.59079355,0.4043277,0.5858034,-0.23584796,0.5520468,-0.4906826","0.9859507,0.81981575,0.6334089","0.28261554,0.3694062,0.27410355,0.5360484,0.66809773,0.2641799,-0.23584796,0.5520468,-0.4906826",0.0
"0.28261554,0.3694062,0.27410355,0.5360484,0.66809773,0.2641799,-0.23584796,0.5520468,-0.4906826","0.9621818,0.9262605,0.6383741","0.3744969,0.4967623,0.34268448,0.33365852,0.81701297,-0.11264837,-0.23584796,0.5520468,-0.4906826",0.0
"0.3744969,0.4967623,0.34268448,0.33365852,0.81701297,-0.11264837,-0.23584796,0.5520468,-0.4906826","0.9583466,0.88597107,0.66995406","0.46601206,0.6185788,0.414658,0.077187255,0.7744848,-0.4471572,-0.23584796,0.5520468,-0.4906826",0.0
