uoc,state,action,next_state,reward
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.30380118,0.338538,-0.5093807","-0.55853295,-0.8165787,-0.98050815","-0.05333585,-0.11227536,-0.10533661,-0.37030098,0.0685062,0.897681,-0.30380118,0.338538,-0.5093807",0.0
7,"-0.05333585,-0.11227536,-0.10533661,-0.37030098,0.0685062,0.897681,-0.30380118,0.338538,-0.5093807","-0.2810254,-0.62108314,-0.9654244","-0.08017174,-0.1976711,-0.20905277,-0.609979,0.16294488,0.6787828,-0.30380118,0.338538,-0.5093807",0.0
7,"-0.08017174,-0.1976711,-0.20905277,-0.609979,0.16294488,0.6787828,-0.30380118,0.338538,-0.5093807","-0.9128048,-0.93118393,-0.37193704","-0.16733797,-0.32570413,-0.24901019,-0.7025432,0.4142851,0.39244762,-0.30380118,0.338538,-0.5093807",0.0
7,"-0.16733797,-0.32570413,-0.24901019,-0.7025432,0.4142851,0.39244762,-0.30380118,0.338538,-0.5093807","0.48256075,-0.9653623,-0.8797077","-0.12125692,-0.45843652,-0.34351772,-0.8134452,0.3320241,-0.0314644,-0.30380118,0.338538,-0.5093807",0.0
7,"-0.12125692,-0.45843652,-0.34351772,-0.8134452,0.3320241,-0.0314644,-0.30380118,0.338538,-0.5093807","-0.33166265,-0.8756173,-0.9739114","-0.1529283,-0.5788294,-0.44814557,-0.67515266,0.3583973,-0.40316036,-0.30380118,0.338538,-0.5093807",0.0
7,"-0.1529283,-0.5788294,-0.44814557,-0.67515266,0.3583973,-0.40316036,-0.30380118,0.338538,-0.5093807","-0.56229633,-0.87298524,-0.97479063","-0.20662351,-0.6988604,-0.5528679,-0.41872877,0.32501182,-0.6500833,-0.30380118,0.338538,-0.5093807",0.0
7,"-0.20662351,-0.6988604,-0.5528679,-0.41872877,0.32501182,-0.6500833,-0.30380118,0.338538,-0.5093807","-0.28753346,0.6978309,-0.89716476","-0.23408087,-0.6029123,-0.6492508,-0.35553098,0.3294448,-0.5373835,-0.30380118,0.338538,-0.5093807",0.0
7,"-0.23408087,-0.6029123,-0.6492508,-0.35553098,0.3294448,-0.5373835,-0.30380118,0.338538,-0.5093807","-0.2611742,0.1316309,-0.42554104","-0.2590211,-0.58481383,-0.6949669,-0.2947608,0.3203913,-0.51486146,-0.30380118,0.338538,-0.5093807",0.0
7,"-0.2590211,-0.58481383,-0.6949669,-0.2947608,0.3203913,-0.51486146,-0.30380118,0.338538,-0.5093807","-0.039499044,0.05019355,0.037623763","-0.26279297,-0.5779125,-0.69092494,-0.2983567,0.33189577,-0.50783134,-0.30380118,0.338538,-0.5093807",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.08883041,-0.07649123,-0.44393736","0.7182517,-0.9391926,-0.98968893","0.068587825,-0.12913415,-0.10632291,-0.40258586,-0.08218901,0.8806729,-0.08883041,-0.07649123,-0.44393736",0.0
