ee_x,ee_y,ee_z,distance,delta_6axis,delta_3axis,joint0_delta,joint1_delta,joint2_delta,joint3_delta,joint4_delta,joint5_delta
-0.1337398886680603,-0.0098982322961092,0.08092382550239563,1.9680253580238936,8.116,8.116,3.1416,2.1819,2.7925,0.0,0.0,0.0
-0.1624743938446045,-0.009897764772176743,-0.16783829033374786,2.218185096906527,7.822052631578948,7.822052631578948,3.1416,2.1819,2.4985526315789475,0.0,0.0,0.0
-0.1179046630859375,-0.009898279793560505,-0.4142534136772156,2.4614584448504693,7.528105263157895,7.528105263157895,3.1416,2.1819,2.2046052631578945,0.0,0.0,0.0
-0.003855101764202118,-0.009900404140353203,-0.6371856331825256,2.6815613441526964,7.234157894736843,7.234157894736843,3.1416,2.1819,1.910657894736842,0.0,0.0,0.0
0.1698906421661377,-0.009902999736368656,-0.8175132870674133,2.8669198061992174,6.94021052631579,6.94021052631579,3.1416,2.1819,1.6167105263157895,0.0,0.0,0.0
0.3884292244911194,-0.009905548766255379,-0.9397685527801514,3.00930777636554,6.646263157894737,6.646263157894737,3.1416,2.1819,1.322763157894737,0.0,0.0,0.0
0.6330158114433289,-0.009907699190080166,-0.9934651255607605,3.1030818079453915,6.352315789473685,6.352315789473685,3.1416,2.1819,1.0288157894736842,0.0,0.0,0.0
0.8826709985733032,-0.009909476153552532,-0.9739961624145508,3.1447750919439934,6.058368421052632,6.058368421052632,3.1416,2.1819,0.7348684210526315,0.0,0.0,0.0
1.115979790687561,-0.009910983964800835,-0.8830305337905884,3.132900472483319,5.76442105263158,5.76442105263158,3.1416,2.1819,0.440921052631579,0.0,0.0,0.0
1.3129289150238037,-0.009912645444273949,-0.7283695936203003,3.0678770113121216,5.470473684210527,5.470473684210527,3.1416,2.1819,0.14697368421052648,0.0,0.0,0.0
1.456622838973999,-0.009913882240653038,-0.523277223110199,2.9520489850866767,5.470473684210527,5.470473684210527,3.1416,2.1819,0.14697368421052603,0.0,0.0,0.0
1.5347315073013306,-0.009915192611515522,-0.2853456437587738,2.7898100284372025,5.76442105263158,5.76442105263158,3.1416,2.1819,0.440921052631579,0.0,0.0,0.0
1.5405519008636475,-0.009915771894156933,-0.03498699143528938,2.5878804104308224,6.058368421052632,6.058368421052632,3.1416,2.1819,0.7348684210526315,0.0,0.0,0.0
1.4735826253890991,-0.009914944879710674,0.20632225275039673,2.3558434857900385,6.352315789473684,6.352315789473684,3.1416,2.1819,1.028815789473684,0.0,0.0,0.0
1.3395675420761108,-0.009914026595652103,0.417877197265625,2.1071504624924593,6.646263157894737,6.646263157894737,3.1416,2.1819,1.322763157894737,0.0,0.0,0.0
1.1500040292739868,-0.009912444278597832,0.5815284252166748,1.8608065082120375,6.94021052631579,6.94021052631579,3.1416,2.1819,1.616710526315789,0.0,0.0,0.0
0.9211552143096924,-0.009909948334097862,0.6832348704338074,1.6435985784705844,7.234157894736843,7.234157894736843,3.1416,2.1819,1.910657894736842,0.0,0.0,0.0
0.6726552248001099,-0.009907233528792858,0.7142711877822876,1.4905813999882793,7.5281052631578955,7.5281052631578955,3.1416,2.1819,2.204605263157895,0.0,0.0,0.0
0.42582428455352783,-0.009904789738357067,0.6719752550125122,1.437008307507621,7.822052631578947,7.822052631578947,3.1416,2.1819,2.498552631578947,0.0,0.0,0.0
0.2018377035856247,-0.009902379475533962,0.5599775910377502,1.4981131164085415,8.116,8.116,3.1416,2.1819,2.7925,0.0,0.0,0.0
-0.07028010487556458,-0.009899763390421867,0.057393915951251984,1.9882470974067046,7.886326315789473,7.886326315789473,3.1416,1.952226315789474,2.7925,0.0,0.0,0.0
-0.041635654866695404,-0.009899897500872612,-0.1913834810256958,2.236158646777216,7.592378947368421,7.592378947368421,3.1416,1.952226315789474,2.4985526315789475,0.0,0.0,0.0
0.05785920470952988,-0.009900612756609917,-0.42119085788726807,2.4662489846080424,7.298431578947368,7.298431578947368,3.1416,1.952226315789474,2.2046052631578945,0.0,0.0,0.0
0.21966932713985443,-0.009901782497763634,-0.6123146414756775,2.6657544878951303,7.004484210526316,7.004484210526316,3.1416,1.952226315789474,1.910657894736842,0.0,0.0,0.0
0.42991358041763306,-0.00990322045981884,-0.7483588457107544,2.8256255848829666,6.710536842105263,6.710536842105263,3.1416,1.952226315789474,1.6167105263157895,0.0,0.0,0.0
0.6705564856529236,-0.009904837235808372,-0.8176532983779907,2.939526036544186,6.41658947368421,6.41658947368421,3.1416,1.952226315789474,1.322763157894737,0.0,0.0,0.0
0.9209547638893127,-0.00990649126470089,-0.8142534494400024,3.0033108328376734,6.122642105263158,6.122642105263158,3.1416,1.952226315789474,1.0288157894736842,0.0,0.0,0.0
1.1596276760101318,-0.009908175095915794,-0.7384507656097412,3.0147683966792815,5.828694736842105,5.828694736842105,3.1416,1.952226315789474,0.7348684210526315,0.0,0.0,0.0
1.3661006689071655,-0.009909434244036674,-0.596748411655426,2.9735093674113227,5.534747368421053,5.534747368421053,3.1416,1.952226315789474,0.440921052631579,0.0,0.0,0.0
1.522661805152893,-0.009910507127642632,-0.40130195021629333,2.880947418963303,5.2408,5.2408,3.1416,1.952226315789474,0.14697368421052648,0.0,0.0,0.0
1.6158804893493652,-0.009911006316542625,-0.1688777357339859,2.7403677868570657,5.2408,5.2408,3.1416,1.952226315789474,0.14697368421052603,0.0,0.0,0.0
1.6377601623535156,-0.009911170229315758,0.08058559894561768,2.5571122040606604,5.534747368421053,5.534747368421053,3.1416,1.952226315789474,0.440921052631579,0.0,0.0,0.0
1.5864235162734985,-0.009910745546221733,0.32568803429603577,2.338964941797755,5.828694736842105,5.828694736842105,3.1416,1.952226315789474,0.7348684210526315,0.0,0.0,0.0
1.466274619102478,-0.009909918531775475,0.5454040765762329,2.0969121917866778,6.122642105263157,6.122642105263157,3.1416,1.952226315789474,1.028815789473684,0.0,0.0,0.0
1.2876205444335938,-0.009908800944685936,0.7208843231201172,1.8465606946587343,6.41658947368421,6.41658947368421,3.1416,1.952226315789474,1.322763157894737,0.0,0.0,0.0
1.0657864809036255,-0.009907161816954613,0.8370764851570129,1.610490703442738,6.710536842105263,6.710536842105263,3.1416,1.952226315789474,1.616710526315789,0.0,0.0,0.0
0.8198034167289734,-0.00990554504096508,0.88401198387146,1.4208226429046271,7.004484210526316,7.004484210526316,3.1416,1.952226315789474,1.910657894736842,0.0,0.0,0.0
0.5707721710205078,-0.00990377925336361,0.8576652407646179,1.3169184290916711,7.298431578947369,7.298431578947369,3.1416,1.952226315789474,2.204605263157895,0.0,0.0,0.0
0.3400562107563019,-0.00990232639014721,0.7602960467338562,1.3284185115704927,7.59237894736842,7.59237894736842,3.1416,1.952226315789474,2.498552631578947,0.0,0.0,0.0
0.14744660258293152,-0.009901022538542747,0.6002570390701294,1.4516859244405629,7.886326315789473,7.886326315789473,3.1416,1.952226315789474,2.7925,0.0,0.0,0.0
-0.003117762506008148,-0.009900284931063652,0.048927925527095795,1.9954725827608966,7.656652631578947,7.656652631578947,3.1416,1.7225526315789474,2.7925,0.0,0.0,0.0
0.08141101896762848,-0.00990072451531887,-0.1867956519126892,2.23266809313361,7.362705263157895,7.362705263157895,3.1416,1.7225526315789474,2.4985526315789475,0.0,0.0,0.0
