state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.026081873,-0.027660819,-0.30644754","-0.64169276,0.90001166,0.8573203","-0.061277,0.123746976,0.09210246,0.3773915,-0.06766338,0.8975479,0.026081873,-0.027660819,-0.30644754",0.0
"-0.061277,0.123746976,0.09210246,0.3773915,-0.06766338,0.8975479,0.026081873,-0.027660819,-0.30644754","0.28123295,0.9638622,0.95652795","-0.03442129,0.2562731,0.19486286,0.70497596,-0.07070998,0.60224146,0.026081873,-0.027660819,-0.30644754",0.0
"-0.03442129,0.2562731,0.19486286,0.70497596,-0.07070998,0.60224146,0.026081873,-0.027660819,-0.30644754","0.6358156,0.74643826,0.93347216","0.026294488,0.35890454,0.29514635,0.84490913,0.075763255,0.25317824,0.026081873,-0.027660819,-0.30644754",0.0
"0.026294488,0.35890454,0.29514635,0.84490913,0.075763255,0.25317824,0.026081873,-0.027660819,-0.30644754","-0.70004964,0.78605723,0.89518046","-0.04055517,0.4669834,0.39131615,0.8432716,-0.10218773,-0.11612709,0.026081873,-0.027660819,-0.30644754",0.0
"-0.04055517,0.4669834,0.39131615,0.8432716,-0.10218773,-0.11612709,0.026081873,-0.027660819,-0.30644754","0.22128212,0.76915264,0.9744903","-0.019424336,0.572738,0.4960062,0.71062565,-0.03761851,-0.43229353,0.026081873,-0.027660819,-0.30644754",0.0
"-0.019424336,0.572738,0.4960062,0.71062565,-0.03761851,-0.43229353,0.026081873,-0.027660819,-0.30644754","-0.8848102,0.97904027,0.99216986","-0.10391729,0.707351,0.60259557,0.42974997,-0.13939291,-0.6597988,0.026081873,-0.027660819,-0.30644754",0.0
"-0.10391729,0.707351,0.60259557,0.42974997,-0.13939291,-0.6597988,0.026081873,-0.027660819,-0.30644754","-0.22632736,0.7878258,0.98500156","-0.12552992,0.81567305,0.70841485,0.181672,-0.069334716,-0.6886602,0.026081873,-0.027660819,-0.30644754",0.0
"-0.12552992,0.81567305,0.70841485,0.181672,-0.069334716,-0.6886602,0.026081873,-0.027660819,-0.30644754","-0.7838572,-0.06522548,0.97274995","-0.20038259,0.806705,0.8129179,0.08198862,-0.052556485,-0.5743704,0.026081873,-0.027660819,-0.30644754",0.0
"-0.20038259,0.806705,0.8129179,0.08198862,-0.052556485,-0.5743704,0.026081873,-0.027660819,-0.30644754","-0.2519647,-0.62514496,0.98245215","-0.2244434,0.7207508,0.91846335,0.060523648,-0.04390707,-0.42294416,0.026081873,-0.027660819,-0.30644754",0.0
"-0.2244434,0.7207508,0.91846335,0.060523648,-0.04390707,-0.42294416,0.026081873,-0.027660819,-0.30644754","-0.60018665,-0.36652267,0.88578486","-0.28175685,0.67035586,1.0,0.0314716,-0.029329192,-0.30510953,0.026081873,-0.027660819,-0.30644754",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.068888895,0.094853796,-0.44393736","0.4413681,0.91006446,0.96161735","0.042147458,0.1251292,0.10330716,0.39521217,0.05847824,0.8871715,0.068888895,0.094853796,-0.44393736",0.0
