state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.0018128656,-0.0057894737,-0.31108937","-0.9893166,-0.9879785,-0.9696903","-0.094472565,-0.13584197,-0.104174435,-0.4012693,0.12877321,0.8757105,0.0018128656,-0.0057894737,-0.31108937",0.0
"-0.094472565,-0.13584197,-0.104174435,-0.4012693,0.12877321,0.8757105,0.0018128656,-0.0057894737,-0.31108937","-0.9654603,-0.88640225,-0.9690522","-0.18666703,-0.25771773,-0.20828034,-0.5953241,0.40248492,0.58084387,0.0018128656,-0.0057894737,-0.31108937",0.0
"-0.18666703,-0.25771773,-0.20828034,-0.5953241,0.40248492,0.58084387,0.0018128656,-0.0057894737,-0.31108937","-0.99726707,-0.9481771,-0.92954695","-0.28189877,-0.38808724,-0.30814213,-0.54324555,0.67385566,0.17193906,0.0018128656,-0.0057894737,-0.31108937",0.0
"-0.28189877,-0.38808724,-0.30814213,-0.54324555,0.67385566,0.17193906,0.0018128656,-0.0057894737,-0.31108937","-0.9857867,-0.9712251,-0.98713076","-0.37603423,-0.52162576,-0.4141902,-0.30719793,0.76376545,-0.25657687,0.0018128656,-0.0057894737,-0.31108937",0.0
"-0.37603423,-0.52162576,-0.4141902,-0.30719793,0.76376545,-0.25657687,0.0018128656,-0.0057894737,-0.31108937","-0.9940723,-0.9536717,-0.98647016","-0.47096094,-0.65275073,-0.52016723,-0.050689068,0.61765796,-0.57678574,0.0018128656,-0.0057894737,-0.31108937",0.0
"-0.47096094,-0.65275073,-0.52016723,-0.050689068,0.61765796,-0.57678574,0.0018128656,-0.0057894737,-0.31108937","-0.9900479,-0.8231315,-0.9924556","-0.5655033,-0.7659271,-0.6267873,0.07790996,0.3448982,-0.7105536,0.0018128656,-0.0057894737,-0.31108937",0.0
"-0.5655033,-0.7659271,-0.6267873,0.07790996,0.3448982,-0.7105536,0.0018128656,-0.0057894737,-0.31108937","-0.93169093,-0.78341705,-0.9729983","-0.65447307,-0.873643,-0.731317,0.05436818,0.09068325,-0.6865063,0.0018128656,-0.0057894737,-0.31108937",0.0
"-0.65447307,-0.873643,-0.731317,0.05436818,0.09068325,-0.6865063,0.0018128656,-0.0057894737,-0.31108937","-0.99713045,-0.113458574,-0.9913415","-0.7496917,-0.889243,-0.8378173,0.00894396,0.0007654796,-0.55176324,0.0018128656,-0.0057894737,-0.31108937",0.0
"-0.7496917,-0.889243,-0.8378173,0.00894396,0.0007654796,-0.55176324,0.0018128656,-0.0057894737,-0.31108937","-0.98036236,0.36895597,-0.9944896","-0.84330916,-0.8385135,-0.9446559,-0.0037687346,-0.008590754,-0.39484313,0.0018128656,-0.0057894737,-0.31108937",0.0
"-0.84330916,-0.8385135,-0.9446559,-0.0037687346,-0.008590754,-0.39484313,0.0018128656,-0.0057894737,-0.31108937","-0.9585114,0.11420488,-0.7604183","-0.93484,-0.822811,-0.99999994,-0.012894751,-0.008590123,-0.31041235,0.0018128656,-0.0057894737,-0.31108937",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.32046786,0.35666665,0.23488185","0.66452706,0.9594017,-0.91045046","0.063457526,0.13191281,-0.09781029,0.14354365,0.034907833,0.97067696,0.32046786,0.35666665,0.23488185",0.0
"0.063457526,0.13191281,-0.09781029,0.14354365,0.034907833,0.97067696,0.32046786,0.35666665,0.23488185","0.78674376,0.89665127,-0.96530193","0.13858585,0.25519782,-0.20151335,0.23166884,0.11414554,0.91000116,0.32046786,0.35666665,0.23488185",0.0
"0.13858585,0.25519782,-0.20151335,0.23166884,0.11414554,0.91000116,0.32046786,0.35666665,0.23488185","0.8466741,0.84943163,-0.85014","0.21943709,0.37199032,-0.2928445,0.2705636,0.23052782,0.82125807,0.32046786,0.35666665,0.23488185",0.0
"0.21943709,0.37199032,-0.2928445,0.2705636,0.23052782,0.82125807,0.32046786,0.35666665,0.23488185","0.52768826,0.77317286,-0.95108324","0.26982749,0.47829768,-0.39502007,0.25857663,0.3017274,0.7179715,0.32046786,0.35666665,0.23488185",0.0
"0.26982749,0.47829768,-0.39502007,0.25857663,0.3017274,0.7179715,0.32046786,0.35666665,0.23488185","0.5460143,0.9791446,-0.9256686","0.3219679,0.61292505,-0.49446523,0.23865066,0.39215532,0.56829304,0.32046786,0.35666665,0.23488185",0.0
"0.3219679,0.61292505,-0.49446523,0.23865066,0.39215532,0.56829304,0.32046786,0.35666665,0.23488185","-0.5235357,0.8950132,-0.9247961","0.27197406,0.73598486,-0.5938167,0.30272508,0.35651517,0.4208929,0.32046786,0.35666665,0.23488185",0.0
"0.27197406,0.73598486,-0.5938167,0.30272508,0.35651517,0.4208929,0.32046786,0.35666665,0.23488185","0.23742902,0.7067056,-0.5803597","0.2946468,0.8331533,-0.6561652,0.2791336,0.38054258,0.30585685,0.32046786,0.35666665,0.23488185",0.0
"0.2946468,0.8331533,-0.6561652,0.2791336,0.38054258,0.30585685,0.32046786,0.35666665,0.23488185","-0.22560847,0.57147145,-0.39195442","0.27310282,0.9117277,-0.6982731,0.30376077,0.36024934,0.21607618,0.32046786,0.35666665,0.23488185",0.0
