state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.297193,-0.46543857,0.5050889","0.47153258,-0.8840676,-0.84209436","0.045027934,-0.121554755,-0.09046672,-0.37408397,-0.047426026,0.9008556,-0.297193,-0.46543857,0.5050889",0.0
"0.045027934,-0.121554755,-0.09046672,-0.37408397,-0.047426026,0.9008556,-0.297193,-0.46543857,0.5050889","0.88614714,-0.68155146,-0.68708694","0.12964855,-0.21526459,-0.1642809,-0.5752445,-0.2418725,0.7095337,-0.297193,-0.46543857,0.5050889",0.0
"0.12964855,-0.21526459,-0.1642809,-0.5752445,-0.2418725,0.7095337,-0.297193,-0.46543857,0.5050889","0.93692636,0.137074,-0.8528408","0.21911822,-0.19641763,-0.25590214,-0.5136329,-0.41502777,0.61633635,-0.297193,-0.46543857,0.5050889",0.0
"0.21911822,-0.19641763,-0.25590214,-0.5136329,-0.41502777,0.61633635,-0.297193,-0.46543857,0.5050889","0.9314742,0.36601043,-0.8801496","0.30806723,-0.14609309,-0.35045722,-0.36560583,-0.52080214,0.5575715,-0.297193,-0.46543857,0.5050889",0.0
"0.30806723,-0.14609309,-0.35045722,-0.36560583,-0.52080214,0.5575715,-0.297193,-0.46543857,0.5050889","0.36976266,0.55579495,-0.85325634","0.3433769,-0.06967415,-0.44212312,-0.27267578,-0.49645418,0.5304626,-0.297193,-0.46543857,0.5050889",0.0
"0.3433769,-0.06967415,-0.44212312,-0.27267578,-0.49645418,0.5304626,-0.297193,-0.46543857,0.5050889","-0.13769472,0.14463162,-0.32983","0.33022806,-0.049788054,-0.47755697,-0.28433648,-0.4701901,0.5029034,-0.297193,-0.46543857,0.5050889",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.07614035,-0.32432747,0.404603","0.95007384,-0.5198224,-0.9543287","0.09072515,-0.071472906,-0.10252414,-0.28063232,-0.07619266,0.93298024,0.07614035,-0.32432747,0.404603",0.0
"0.09072515,-0.071472906,-0.10252414,-0.28063232,-0.07619266,0.93298024,0.07614035,-0.32432747,0.404603","0.9525814,0.084454894,-0.9615856","0.18168975,-0.059860785,-0.2058279,-0.33005688,-0.2050472,0.8553631,0.07614035,-0.32432747,0.404603",0.0
"0.18168975,-0.059860785,-0.2058279,-0.33005688,-0.2050472,0.8553631,0.07614035,-0.32432747,0.404603","0.9712273,0.33260775,-0.94097745","0.27443492,-0.0141289225,-0.3069178,-0.26673326,-0.30228987,0.78696144,0.07614035,-0.32432747,0.404603",0.0
"0.27443492,-0.0141289225,-0.3069178,-0.26673326,-0.30228987,0.78696144,0.07614035,-0.32432747,0.404603","0.9656961,0.48623157,-0.95506644","0.3666519,0.05272543,-0.4095212,-0.15642735,-0.33706814,0.7192996,0.07614035,-0.32432747,0.404603",0.0
"0.3666519,0.05272543,-0.4095212,-0.15642735,-0.33706814,0.7192996,0.07614035,-0.32432747,0.404603","0.9485681,0.2839954,-0.9500287","0.45723328,0.09177334,-0.51158345,-0.055656876,-0.36854607,0.6111403,0.07614035,-0.32432747,0.404603",0.0
"0.45723328,0.09177334,-0.51158345,-0.055656876,-0.36854607,0.6111403,0.07614035,-0.32432747,0.404603","0.7848196,0.21055329,-0.9366539","0.53217787,0.12072335,-0.6122088,0.031325027,-0.36616826,0.4849006,0.07614035,-0.32432747,0.404603",0.0
"0.53217787,0.12072335,-0.6122088,0.031325027,-0.36616826,0.4849006,0.07614035,-0.32432747,0.404603","0.22527611,0.30515683,-0.78854144","0.5536901,0.16268085,-0.69692236,0.049382776,-0.3244696,0.3886372,0.07614035,-0.32432747,0.404603",0.0
"0.5536901,0.16268085,-0.69692236,0.049382776,-0.3244696,0.3886372,0.07614035,-0.32432747,0.404603","0.14558768,0.06835604,-0.003734231","0.5675926,0.17207946,-0.69732356,0.06153007,-0.3128532,0.3954268,0.07614035,-0.32432747,0.404603",0.0
"0.5675926,0.17207946,-0.69732356,0.06153007,-0.3128532,0.3954268,0.07614035,-0.32432747,0.404603","0.09141767,-0.026555061,0.052274942","0.5763224,0.16842829,-0.6917077,0.07095429,-0.3146008,0.40133744,0.07614035,-0.32432747,0.404603",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.41584796,-0.44321635,0.6657879","-0.38731682,-0.94647974,-0.71319723","-0.03698595,-0.1301361,-0.07661922,-0.37401024,0.049483184,0.9034734,-0.41584796,-0.44321635,0.6657879",0.0
"-0.03698595,-0.1301361,-0.07661922,-0.37401024,0.049483184,0.9034734,-0.41584796,-0.44321635,0.6657879","0.93880737,-0.8059633,-0.00030946732","0.052663334,-0.24095193,-0.07665245,-0.5780172,-0.09064436,0.7727483,-0.41584796,-0.44321635,0.6657879",0.0
"0.052663334,-0.24095193,-0.07665245,-0.5780172,-0.09064436,0.7727483,-0.41584796,-0.44321635,0.6657879","0.9485358,-0.10490239,-0.25169265","0.14324161,-0.25537547,-0.10369194,-0.5750967,-0.27137965,0.7211923,-0.41584796,-0.44321635,0.6657879",0.0
"0.14324161,-0.25537547,-0.10369194,-0.5750967,-0.27137965,0.7211923,-0.41584796,-0.44321635,0.6657879","0.9369122,0.117966056,-0.27665186","0.23270991,-0.23915577,-0.13341282,-0.47750002,-0.42047733,0.71088856,-0.41584796,-0.44321635,0.6657879",0.0
"0.23270991,-0.23915577,-0.13341282,-0.47750002,-0.42047733,0.71088856,-0.41584796,-0.44321635,0.6657879","0.2793864,0.34203267,-0.65481114","0.2593893,-0.19212806,-0.20375961,-0.428575,-0.44619676,0.6941932,-0.41584796,-0.44321635,0.6657879",0.0
"0.2593893,-0.19212806,-0.20375961,-0.428575,-0.44619676,0.6941932,-0.41584796,-0.44321635,0.6657879","0.060896397,0.093257785,-0.27484822","0.26520446,-0.1793056,-0.23328674,-0.42146504,-0.45517606,0.674414,-0.41584796,-0.44321635,0.6657879",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.2952047,0.32923976,0.46932715","-0.8353683,-0.82094425,-0.883571","-0.079771616,-0.11287561,-0.09492259,-0.3523111,0.09616468,0.90528893,-0.2952047,0.32923976,0.46932715",0.0
"-0.079771616,-0.11287561,-0.09492259,-0.3523111,0.09616468,0.90528893,-0.2952047,0.32923976,0.46932715","-0.9214634,-0.13293582,-0.8446793","-0.1677647,-0.1311536,-0.18566702,-0.4290422,0.25638354,0.7995969,-0.2952047,0.32923976,0.46932715",0.0
"-0.1677647,-0.1311536,-0.18566702,-0.4290422,0.25638354,0.7995969,-0.2952047,0.32923976,0.46932715","-0.8762834,0.17009473,-0.8927066","-0.2514434,-0.10776646,-0.2815711,-0.37708062,0.3887419,0.71115315,-0.2952047,0.32923976,0.46932715",0.0
"-0.2514434,-0.10776646,-0.2815711,-0.37708062,0.3887419,0.71115315,-0.2952047,0.32923976,0.46932715","-0.07427478,0.3926108,-0.94523996","-0.2585361,-0.053784493,-0.38311884,-0.3545479,0.38250944,0.6398786,-0.2952047,0.32923976,0.46932715",0.0
"-0.2585361,-0.053784493,-0.38311884,-0.3545479,0.38250944,0.6398786,-0.2952047,0.32923976,0.46932715","0.06908715,0.34008324,-0.92098504","-0.25193876,-0.007024799,-0.48206088,-0.3449271,0.35739362,0.55056614,-0.2952047,0.32923976,0.46932715",0.0
"-0.25193876,-0.007024799,-0.48206088,-0.3449271,0.35739362,0.55056614,-0.2952047,0.32923976,0.46932715","0.056663036,0.3439399,-0.7754015","-0.24652788,0.040265173,-0.5653628,-0.3212089,0.32237718,0.4769512,-0.2952047,0.32923976,0.46932715",0.0
"-0.24652788,0.040265173,-0.5653628,-0.3212089,0.32237718,0.4769512,-0.2952047,0.32923976,0.46932715","-0.13777149,0.069573164,-0.10812694","-0.25968406,0.049831133,-0.576979,-0.3008739,0.32821065,0.46937257,-0.2952047,0.32923976,0.46932715",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.16695908,0.6356725,0.51169205","-0.8971708,-0.87512404,-0.88587016","-0.08567331,-0.12032506,-0.09516959,-0.36504915,0.10670216,0.8983243,0.16695908,0.6356725,0.51169205",0.0
"-0.08567331,-0.12032506,-0.09516959,-0.36504915,0.10670216,0.8983243,0.16695908,0.6356725,0.51169205","-0.9609143,-0.94093025,-0.8275958","-0.17743365,-0.24969815,-0.18407872,-0.58418024,0.3709816,0.6283272,0.16695908,0.6356725,0.51169205",0.0
"-0.17743365,-0.24969815,-0.18407872,-0.58418024,0.3709816,0.6283272,0.16695908,0.6356725,0.51169205","-0.7248301,0.30696154,0.35084927","-0.24664965,-0.20749253,-0.14638677,-0.42148718,0.42081043,0.74288535,0.16695908,0.6356725,0.51169205",0.0
"-0.24664965,-0.20749253,-0.14638677,-0.42148718,0.42081043,0.74288535,0.16695908,0.6356725,0.51169205","-0.8684002,0.17986608,-0.17765129","-0.3295756,-0.18276188,-0.16547197,-0.28637254,0.49410886,0.75547683,0.16695908,0.6356725,0.51169205",0.0
"-0.3295756,-0.18276188,-0.16547197,-0.28637254,0.49410886,0.75547683,0.16695908,0.6356725,0.51169205","-0.91199005,0.14732039,-0.5841949","-0.416664,-0.1625061,-0.22823241,-0.14714026,0.5714907,0.70593,0.16695908,0.6356725,0.51169205",0.0
