state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.035964914,0.0062573096,0.3823091","0.9616928,-0.8907986,0.9718034","0.09183468,-0.12248025,0.1044015,-0.115097255,-0.028120924,0.9736872,-0.035964914,0.0062573096,0.3823091",0.0
"0.09183468,-0.12248025,0.1044015,-0.115097255,-0.028120924,0.9736872,-0.035964914,0.0062573096,0.3823091","0.977448,-0.6571543,0.970839","0.18517385,-0.21283562,0.20869939,-0.13874385,-0.084317684,0.9310426,-0.035964914,0.0062573096,0.3823091",0.0
"0.18517385,-0.21283562,0.20869939,-0.13874385,-0.084317684,0.9310426,-0.035964914,0.0062573096,0.3823091","0.9345393,-0.26794612,0.9762218","0.27441555,-0.24967688,0.3135756,-0.06533855,-0.06732329,0.8831713,-0.035964914,0.0062573096,0.3823091",0.0
"0.27441555,-0.24967688,0.3135756,-0.06533855,-0.06732329,0.8831713,-0.035964914,0.0062573096,0.3823091","0.9806657,-0.36626077,0.97589684","0.36806202,-0.30003592,0.4184169,-0.027506307,-0.04814161,0.80708253,-0.035964914,0.0062573096,0.3823091",0.0
"0.36806202,-0.30003592,0.4184169,-0.027506307,-0.04814161,0.80708253,-0.035964914,0.0062573096,0.3823091","0.9880531,-0.37608445,0.9695531","0.4624139,-0.35174564,0.52257663,-0.008591247,-0.023278546,0.710076,-0.035964914,0.0062573096,0.3823091",0.0
"0.4624139,-0.35174564,0.52257663,-0.008591247,-0.023278546,0.710076,-0.035964914,0.0062573096,0.3823091","0.98603463,-0.3596729,0.95833063","0.55657303,-0.40119886,0.6255308,-0.0062672338,0.0021452399,0.5958321,-0.035964914,0.0062573096,0.3823091",0.0
"0.55657303,-0.40119886,0.6255308,-0.0062672338,0.0021452399,0.5958321,-0.035964914,0.0062573096,0.3823091","0.9808564,-0.36202782,0.94136333","0.65023774,-0.4509759,0.7266621,-0.014718854,0.016100438,0.46837786,-0.035964914,0.0062573096,0.3823091",0.0
"0.65023774,-0.4509759,0.7266621,-0.014718854,0.016100438,0.46837786,-0.035964914,0.0062573096,0.3823091","0.96204877,-0.21320105,0.5858823","0.7421064,-0.48028997,0.7896039,-0.024649005,0.017504511,0.38264903,-0.035964914,0.0062573096,0.3823091",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.00502924,-0.007836257,0.64963955","0.97250056,-0.80451304,0.9745302","0.09286673,-0.11061642,0.10469442,-0.09037038,-0.021095445,0.97672284,-0.00502924,-0.007836257,0.64963955",0.0
"0.09286673,-0.11061642,0.10469442,-0.09037038,-0.021095445,0.97672284,-0.00502924,-0.007836257,0.64963955","0.9764223,-0.45319033,0.9667567","0.18610795,-0.1729278,0.20855376,-0.070103094,-0.039457083,0.94288945,-0.00502924,-0.007836257,0.64963955",0.0
