uoc,state,action,next_state,reward
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.035964914,0.0062573096,0.3823091","0.9616928,-0.8907986,0.9718034","0.09183468,-0.12248025,0.1044015,-0.115097255,-0.028120924,0.9736872,-0.035964914,0.0062573096,0.3823091",0.0
3,"0.09183468,-0.12248025,0.1044015,-0.115097255,-0.028120924,0.9736872,-0.035964914,0.0062573096,0.3823091","0.977448,-0.6571543,0.970839","0.18517385,-0.21283562,0.20869939,-0.13874385,-0.084317684,0.9310426,-0.035964914,0.0062573096,0.3823091",0.0
3,"0.18517385,-0.21283562,0.20869939,-0.13874385,-0.084317684,0.9310426,-0.035964914,0.0062573096,0.3823091","0.9345393,-0.26794612,0.9762218","0.27441555,-0.24967688,0.3135756,-0.06533855,-0.06732329,0.8831713,-0.035964914,0.0062573096,0.3823091",0.0
3,"0.27441555,-0.24967688,0.3135756,-0.06533855,-0.06732329,0.8831713,-0.035964914,0.0062573096,0.3823091","0.9806657,-0.36626077,0.97589684","0.36806202,-0.30003592,0.4184169,-0.027506307,-0.04814161,0.80708253,-0.035964914,0.0062573096,0.3823091",0.0
3,"0.36806202,-0.30003592,0.4184169,-0.027506307,-0.04814161,0.80708253,-0.035964914,0.0062573096,0.3823091","0.9880531,-0.37608445,0.9695531","0.4624139,-0.35174564,0.52257663,-0.008591247,-0.023278546,0.710076,-0.035964914,0.0062573096,0.3823091",0.0
3,"0.4624139,-0.35174564,0.52257663,-0.008591247,-0.023278546,0.710076,-0.035964914,0.0062573096,0.3823091","0.98603463,-0.3596729,0.95833063","0.55657303,-0.40119886,0.6255308,-0.0062672338,0.0021452399,0.5958321,-0.035964914,0.0062573096,0.3823091",0.0
3,"0.55657303,-0.40119886,0.6255308,-0.0062672338,0.0021452399,0.5958321,-0.035964914,0.0062573096,0.3823091","0.9808564,-0.36202782,0.94136333","0.65023774,-0.4509759,0.7266621,-0.014718854,0.016100438,0.46837786,-0.035964914,0.0062573096,0.3823091",0.0
3,"0.65023774,-0.4509759,0.7266621,-0.014718854,0.016100438,0.46837786,-0.035964914,0.0062573096,0.3823091","0.96204877,-0.21320105,0.5858823","0.7421064,-0.48028997,0.7896039,-0.024649005,0.017504511,0.38264903,-0.035964914,0.0062573096,0.3823091",0.0
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.00502924,-0.007836257,0.64963955","0.97250056,-0.80451304,0.9745302","0.09286673,-0.11061642,0.10469442,-0.09037038,-0.021095445,0.97672284,-0.00502924,-0.007836257,0.64963955",0.0
3,"0.09286673,-0.11061642,0.10469442,-0.09037038,-0.021095445,0.97672284,-0.00502924,-0.007836257,0.64963955","0.9764223,-0.45319033,0.9667567","0.18610795,-0.1729278,0.20855376,-0.070103094,-0.039457083,0.94288945,-0.00502924,-0.007836257,0.64963955",0.0
3,"0.18610795,-0.1729278,0.20855376,-0.070103094,-0.039457083,0.94288945,-0.00502924,-0.007836257,0.64963955","0.9656923,-0.4759879,0.9649148","0.27832454,-0.23837376,0.31221524,-0.05146598,-0.052524686,0.8861838,-0.00502924,-0.007836257,0.64963955",0.0
3,"0.27832454,-0.23837376,0.31221524,-0.05146598,-0.052524686,0.8861838,-0.00502924,-0.007836257,0.64963955","0.96287525,-0.43573773,0.95829415","0.3702721,-0.2982855,0.41516545,-0.027486408,-0.049061146,0.8098026,-0.00502924,-0.007836257,0.64963955",0.0
3,"0.3702721,-0.2982855,0.41516545,-0.027486408,-0.049061146,0.8098026,-0.00502924,-0.007836257,0.64963955","0.96025515,-0.38380677,0.9140128","0.4619695,-0.35105702,0.51335853,-0.009683512,-0.03209436,0.7191681,-0.00502924,-0.007836257,0.64963955",0.0
3,"0.4619695,-0.35105702,0.51335853,-0.009683512,-0.03209436,0.7191681,-0.00502924,-0.007836257,0.64963955","0.9589877,-0.15244424,0.45176303","0.5535459,-0.37201735,0.5618918,-0.0031995622,-0.01573686,0.66844165,-0.00502924,-0.007836257,0.64963955",0.0
3,"0.5535459,-0.37201735,0.5618918,-0.0031995622,-0.01573686,0.66844165,-0.00502924,-0.007836257,0.64963955","0.94526064,-0.052377403,0.099607825","0.64381146,-0.37921906,0.5725928,0.0014125082,-0.016171163,0.65661556,-0.00502924,-0.007836257,0.64963955",0.0
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.018070176,-0.14818713,0.6313337","0.9627888,-0.90395176,0.87846494","0.09193934,-0.12428873,0.094374076,-0.13220036,-0.033243623,0.97325623,-0.018070176,-0.14818713,0.6313337",0.0
3,"0.09193934,-0.12428873,0.094374076,-0.13220036,-0.033243623,0.97325623,-0.018070176,-0.14818713,0.6313337","0.9418653,-0.8223689,0.9543592","0.18188062,-0.23736025,0.19690153,-0.19546592,-0.11879042,0.92073077,-0.018070176,-0.14818713,0.6313337",0.0
3,"0.18188062,-0.23736025,0.19690153,-0.19546592,-0.11879042,0.92073077,-0.018070176,-0.14818713,0.6313337","0.9474387,-0.49732065,0.95137763","0.27235416,-0.30573934,0.2991087,-0.14997579,-0.16384411,0.867146,-0.018070176,-0.14818713,0.6313337",0.0
3,"0.27235416,-0.30573934,0.2991087,-0.14997579,-0.16384411,0.867146,-0.018070176,-0.14818713,0.6313337","0.88512385,-0.35671675,0.93493474","0.35687703,-0.3547861,0.39954942,-0.082551315,-0.15773551,0.8037363,-0.018070176,-0.14818713,0.6313337",0.0
3,"0.35687703,-0.3547861,0.39954942,-0.082551315,-0.15773551,0.8037363,-0.018070176,-0.14818713,0.6313337","0.68003285,-0.40723443,0.9074931","0.42181525,-0.4107788,0.49704203,-0.042057317,-0.14396316,0.71980643,-0.018070176,-0.14818713,0.6313337",0.0
3,"0.42181525,-0.4107788,0.49704203,-0.042057317,-0.14396316,0.71980643,-0.018070176,-0.14818713,0.6313337","0.3956083,-0.36041045,0.6441189","0.45959297,-0.46033347,0.5662402,-0.024011195,-0.14240904,0.6470124,-0.018070176,-0.14818713,0.6313337",0.0
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.005146199,0.0077777775,0.64963955","-0.3363452,-0.68233895,0.97243476","-0.03211854,-0.09381812,0.104469314,-0.056115776,0.011500293,0.9798124,-0.005146199,0.0077777775,0.64963955",0.0
3,"-0.03211854,-0.09381812,0.104469314,-0.056115776,0.011500293,0.9798124,-0.005146199,0.0077777775,0.64963955","-0.28744936,-0.44878662,0.9647417","-0.05956788,-0.155524,0.20811217,-0.042893495,0.0140140075,0.94569576,-0.005146199,0.0077777775,0.64963955",0.0
3,"-0.05956788,-0.155524,0.20811217,-0.042893495,0.0140140075,0.94569576,-0.005146199,0.0077777775,0.64963955","-0.26398182,-0.47724408,0.9637774","-0.08477623,-0.22114265,0.31165147,-0.037281916,0.016171742,0.88888824,-0.005146199,0.0077777775,0.64963955",0.0
3,"-0.08477623,-0.22114265,0.31165147,-0.037281916,0.016171742,0.88888824,-0.005146199,0.0077777775,0.64963955","-0.07787502,-0.49117076,0.9587054","-0.092212744,-0.28867614,0.41464585,-0.035867747,0.016732426,0.8113188,-0.005146199,0.0077777775,0.64963955",0.0
3,"-0.092212744,-0.28867614,0.41464585,-0.035867747,0.016732426,0.8113188,-0.005146199,0.0077777775,0.64963955","0.05428219,-0.47231293,0.9268131","-0.087029204,-0.3536168,0.51421404,-0.033350002,0.015364962,0.7181268,-0.005146199,0.0077777775,0.64963955",0.0
3,"-0.087029204,-0.3536168,0.51421404,-0.033350002,0.015364962,0.7181268,-0.005146199,0.0077777775,0.64963955","0.18146813,-0.20906806,0.50573695","-0.069700316,-0.38236263,0.5685458,-0.022185687,0.010867988,0.66082865,-0.005146199,0.0077777775,0.64963955",0.0
3,"-0.069700316,-0.38236263,0.5685458,-0.022185687,0.010867988,0.66082865,-0.005146199,0.0077777775,0.64963955","0.1920085,-0.009544551,0.08514118","-0.051364902,-0.383675,0.5776926,-0.015635384,0.008410638,0.65087855,-0.005146199,0.0077777775,0.64963955",0.0
3,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.032105263,-0.058830407,0.37832105","0.96571136,-0.952826,0.9509367","0.09221842,-0.1310087,0.10215977,-0.1354549,-0.034338214,0.9710456,-0.032105263,-0.058830407,0.37832105",0.0
3,"0.09221842,-0.1310087,0.10215977,-0.1354549,-0.034338214,0.9710456,-0.032105263,-0.058830407,0.37832105","0.9356997,-0.85842097,0.965322","0.18157095,-0.24903722,0.20586497,-0.20490925,-0.124584824,0.9136159,-0.032105263,-0.058830407,0.37832105",0.0
3,"0.18157095,-0.24903722,0.20586497,-0.20490925,-0.124584824,0.9136159,-0.032105263,-0.058830407,0.37832105","0.9109266,-0.31471986,0.9724783","0.26855785,-0.29230964,0.31033897,-0.12450948,-0.1312361,0.8702878,-0.032105263,-0.058830407,0.37832105",0.0
3,"0.26855785,-0.29230964,0.31033897,-0.12450948,-0.1312361,0.8702878,-0.032105263,-0.058830407,0.37832105","0.75038457,-0.41283482,0.97593474","0.3402141,-0.34907237,0.41518432,-0.075970024,-0.12637864,0.79718524,-0.032105263,-0.058830407,0.37832105",0.0
3,"0.3402141,-0.34907237,0.41518432,-0.075970024,-0.12637864,0.79718524,-0.032105263,-0.058830407,0.37832105","0.37222862,-0.4709316,0.9737098","0.37575924,-0.41382307,0.51979065,-0.053763036,-0.11546181,0.7011318,-0.032105263,-0.058830407,0.37832105",0.0
3,"0.37575924,-0.41382307,0.51979065,-0.053763036,-0.11546181,0.7011318,-0.032105263,-0.058830407,0.37832105","0.055669308,-0.4525447,0.9631103","0.38107523,-0.47604564,0.62325823,-0.042999547,-0.09382444,0.58921856,-0.032105263,-0.058830407,0.37832105",0.0
3,"0.38107523,-0.47604564,0.62325823,-0.042999547,-0.09382444,0.58921856,-0.032105263,-0.058830407,0.37832105","-0.030999005,-0.47580874,0.93850744","0.37811506,-0.54146695,0.7240827,-0.036997396,-0.07635742,0.46460792,-0.032105263,-0.058830407,0.37832105",0.0
