state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.31385967,-0.7011111,0.32791466","-0.92401034,0.81848776,0.8264009","-0.08823627,0.11253785,0.08878077,0.34491944,-0.09212049,0.91020286,0.31385967,-0.7011111,0.32791466",0.0
"-0.08823627,0.11253785,0.08878077,0.34491944,-0.09212049,0.91020286,0.31385967,-0.7011111,0.32791466","-0.88015944,0.56832516,0.85122156","-0.17228512,0.19067964,0.18022805,0.51491356,-0.30277574,0.7262944,0.31385967,-0.7011111,0.32791466",0.0
"-0.17228512,0.19067964,0.18022805,0.51491356,-0.30277574,0.7262944,0.31385967,-0.7011111,0.32791466","-0.9172932,0.6336416,0.72475076","-0.25987998,0.2778021,0.2580885,0.5292796,-0.5547478,0.4710797,0.31385967,-0.7011111,0.32791466",0.0
"-0.25987998,0.2778021,0.2580885,0.5292796,-0.5547478,0.4710797,0.31385967,-0.7011111,0.32791466","-0.92227787,0.2488743,0.6470151","-0.34795082,0.31202108,0.32759777,0.37791148,-0.717447,0.29745272,0.31385967,-0.7011111,0.32791466",0.0
"-0.34795082,0.31202108,0.32759777,0.37791148,-0.717447,0.29745272,0.31385967,-0.7011111,0.32791466","-0.25846338,-0.320401,0.27437592","-0.37263218,0.2679676,0.35707414,0.30633503,-0.7094151,0.33655867,0.31385967,-0.7011111,0.32791466",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.55222225,-0.0057894737,0.5050889","0.22167146,-0.9485879,0.58153677","0.021168005,-0.13042596,0.062474895,-0.19363621,-0.007094175,0.96785784,-0.55222225,-0.0057894737,0.5050889",0.0
"0.021168005,-0.13042596,0.062474895,-0.19363621,-0.007094175,0.96785784,-0.55222225,-0.0057894737,0.5050889","0.22801948,-0.9262044,0.71284866","0.0429422,-0.25777435,0.13905673,-0.34772524,-0.04135508,0.89991003,-0.55222225,-0.0057894737,0.5050889",0.0
"0.0429422,-0.25777435,0.13905673,-0.34772524,-0.04135508,0.89991003,-0.55222225,-0.0057894737,0.5050889","-0.009844482,-0.8811122,0.7720406","0.042002115,-0.3789228,0.2219976,-0.46296576,-0.055607103,0.80324847,-0.55222225,-0.0057894737,0.5050889",0.0
"0.042002115,-0.3789228,0.2219976,-0.46296576,-0.055607103,0.80324847,-0.55222225,-0.0057894737,0.5050889","-0.17099828,-0.8502423,0.80152166","0.02567302,-0.49582678,0.30810565,-0.54476786,-0.03822529,0.6868507,-0.55222225,-0.0057894737,0.5050889",0.0
"0.02567302,-0.49582678,0.30810565,-0.54476786,-0.03822529,0.6868507,-0.55222225,-0.0057894737,0.5050889","-0.1423279,-0.82213056,0.8421793","0.012081737,-0.60886556,0.39858153,-0.5864039,-0.01647468,0.5606537,-0.55222225,-0.0057894737,0.5050889",0.0
"0.012081737,-0.60886556,0.39858153,-0.5864039,-0.01647468,0.5606537,-0.55222225,-0.0057894737,0.5050889","-0.07621366,-0.3912934,0.66317177","0.004803885,-0.6626664,0.4698265,-0.5570664,-0.0026180092,0.5048506,-0.55222225,-0.0057894737,0.5050889",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.3337427,0.061578944,0.7721578","0.26891792,0.55188537,0.8871769","0.025679715,0.0758814,0.09530997,0.28924584,0.029193712,0.93461984,0.3337427,0.061578944,0.7721578",0.0
"0.025679715,0.0758814,0.09530997,0.28924584,0.029193712,0.93461984,0.3337427,0.061578944,0.7721578","0.2684009,-0.12506413,0.91046965","0.051310055,0.058685716,0.19312234,0.36679214,0.06550792,0.86902153,0.3337427,0.061578944,0.7721578",0.0
"0.051310055,0.058685716,0.19312234,0.36679214,0.06550792,0.86902153,0.3337427,0.061578944,0.7721578","-0.023949623,-0.42418116,0.87485313","0.049023036,0.00036298024,0.28710842,0.35480532,0.06093839,0.8229061,0.3337427,0.061578944,0.7721578",0.0
"0.049023036,0.00036298024,0.28710842,0.35480532,0.06093839,0.8229061,0.3337427,0.061578944,0.7721578","0.019714952,-0.28632325,0.6316049","0.050905664,-0.039005008,0.3549622,0.34614858,0.061698724,0.7772604,0.3337427,0.061578944,0.7721578",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.7567252,0.13216373,0.32791466","0.25777137,0.9671744,0.9296253","0.024615299,0.13298151,0.09987023,0.40911278,0.037506852,0.8822851,0.7567252,0.13216373,0.32791466",0.0
"0.024615299,0.13298151,0.09987023,0.40911278,0.037506852,0.8822851,0.7567252,0.13216373,0.32791466","0.12106967,0.92018914,0.89640546","0.036176577,0.2595028,0.19617161,0.70855856,0.086704455,0.5948104,0.7567252,0.13216373,0.32791466",0.0
"0.036176577,0.2595028,0.19617161,0.70855856,0.086704455,0.5948104,0.7567252,0.13216373,0.32791466","0.1768595,0.5794959,0.80111516","0.05306538,0.3391805,0.28223592,0.8202622,0.1438978,0.31378022,0.7567252,0.13216373,0.32791466",0.0
"0.05306538,0.3391805,0.28223592,0.8202622,0.1438978,0.31378022,0.7567252,0.13216373,0.32791466","-0.04075253,-0.4592613,0.58499885","0.049173813,0.27603447,0.34508273,0.7697633,0.12573054,0.34000057,0.7567252,0.13216373,0.32791466",0.0
"0.049173813,0.27603447,0.34508273,0.7697633,0.12573054,0.34000057,0.7567252,0.13216373,0.32791466","0.0141114,-0.10424715,0.21739042","0.050521355,0.26170105,0.36843714,0.75631326,0.12692164,0.33059308,0.7567252,0.13216373,0.32791466",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.09526316,-0.3996491,0.62924165","-0.90579236,0.3632053,0.8813989","-0.08649659,0.049938858,0.09468925,0.22900963,-0.057799205,0.9516718,0.09526316,-0.3996491,0.62924165",0.0
"-0.08649659,0.049938858,0.09468925,0.22900963,-0.057799205,0.9516718,0.09526316,-0.3996491,0.62924165","-0.9323057,0.22805226,0.8445749","-0.17552501,0.081294864,0.18542251,0.35008952,-0.2085342,0.85507977,0.09526316,-0.3996491,0.62924165",0.0
"-0.17552501,0.081294864,0.18542251,0.35008952,-0.2085342,0.85507977,0.09526316,-0.3996491,0.62924165","-0.93778783,-0.23339736,0.8379178","-0.26507697,0.049203925,0.27544057,0.2984514,-0.31955022,0.78895074,0.09526316,-0.3996491,0.62924165",0.0
