uoc,state,action,next_state,reward
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.025321638,0.37555555,-0.391635","0.8386599,0.94639945,0.81231296","0.08008594,0.13012506,0.08726729,0.37643352,0.10273756,0.89532965,0.025321638,0.37555555,-0.391635",0.0
7,"0.08008594,0.13012506,0.08726729,0.37643352,0.10273756,0.89532965,0.025321638,0.37555555,-0.391635","0.92997074,0.9124732,0.9115553","0.1688914,0.25558546,0.18519624,0.6019135,0.35985997,0.6167956,0.025321638,0.37555555,-0.391635",0.0
7,"0.1688914,0.25558546,0.18519624,0.6019135,0.35985997,0.6167956,0.025321638,0.37555555,-0.391635","0.8111663,0.92029345,0.76354337","0.2463519,0.3821211,0.26722416,0.61519706,0.6093518,0.24820682,0.025321638,0.37555555,-0.391635",0.0
7,"0.2463519,0.3821211,0.26722416,0.61519706,0.6093518,0.24820682,0.025321638,0.37555555,-0.391635","0.7974951,0.8789692,0.9752805","0.3225069,0.50297487,0.37199914,0.45121711,0.73448193,-0.16561867,0.025321638,0.37555555,-0.391635",0.0
7,"0.3225069,0.50297487,0.37199914,0.45121711,0.73448193,-0.16561867,0.025321638,0.37555555,-0.391635","0.30856764,0.8821329,0.981045","0.35197288,0.62426364,0.4773934,0.30842435,0.62761986,-0.507702,0.025321638,0.37555555,-0.391635",0.0
7,"0.35197288,0.62426364,0.4773934,0.30842435,0.62761986,-0.507702,0.025321638,0.37555555,-0.391635","0.56307507,-0.0099336505,0.9779024","0.40574247,0.62289786,0.58245003,0.15810919,0.5380863,-0.55407816,0.025321638,0.37555555,-0.391635",0.0
7,"0.40574247,0.62289786,0.58245003,0.15810919,0.5380863,-0.55407816,0.025321638,0.37555555,-0.391635","0.73205495,-0.6769254,0.9921557","0.4756484,0.52982414,0.68903786,0.031136494,0.48197803,-0.4532651,0.025321638,0.37555555,-0.391635",0.0
7,"0.4756484,0.52982414,0.68903786,0.031136494,0.48197803,-0.4532651,0.025321638,0.37555555,-0.391635","-0.10297006,-0.3557822,0.75450575","0.46581548,0.48090598,0.7700948,0.037052006,0.39770734,-0.4007779,0.025321638,0.37555555,-0.391635",0.0
7,"0.46581548,0.48090598,0.7700948,0.037052006,0.39770734,-0.4007779,0.025321638,0.37555555,-0.391635","0.16323447,-0.15359735,0.18011379","0.4814032,0.45978722,0.7894446,0.016619004,0.3833066,-0.37872934,0.025321638,0.37555555,-0.391635",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.03403509,-0.03380117,-0.4651852","0.90307415,-0.8520119,-0.5959215","0.08623702,-0.11714726,-0.06402022,-0.3246767,-0.084171094,0.92360187,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.08623702,-0.11714726,-0.06402022,-0.3246767,-0.084171094,0.92360187,-0.03403509,-0.03380117,-0.4651852","0.8073671,-0.0053666234,-0.9597676","0.16333471,-0.11788514,-0.16712867,-0.4008712,-0.21923733,0.8351041,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.16333471,-0.11788514,-0.16712867,-0.4008712,-0.21923733,0.8351041,-0.03403509,-0.03380117,-0.4651852","-0.4222579,-0.98063904,-0.9803121","0.12301215,-0.25271797,-0.27244422,-0.6896959,-0.2743985,0.49554452,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.12301215,-0.25271797,-0.27244422,-0.6896959,-0.2743985,0.49554452,-0.03403509,-0.03380117,-0.4651852","0.52513635,-0.56384647,-0.919076","0.17315885,-0.33024397,-0.37118113,-0.7023965,-0.41809577,0.19363476,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.17315885,-0.33024397,-0.37118113,-0.7023965,-0.41809577,0.19363476,-0.03403509,-0.03380117,-0.4651852","-0.19057846,-0.65524256,-0.96640503","0.15495999,-0.4203365,-0.47500265,-0.6950377,-0.36134213,-0.13035858,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.15495999,-0.4203365,-0.47500265,-0.6950377,-0.36134213,-0.13035858,-0.03403509,-0.03380117,-0.4651852","0.7043705,-0.9934483,-0.9400197","0.22222227,-0.5569306,-0.5759895,-0.47832656,-0.39380717,-0.4565724,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.22222227,-0.5569306,-0.5759895,-0.47832656,-0.39380717,-0.4565724,-0.03403509,-0.03380117,-0.4651852","0.40505338,-0.84647036,-0.9819613","0.26090193,-0.67331594,-0.6814822,-0.2617583,-0.27184948,-0.6060731,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.26090193,-0.67331594,-0.6814822,-0.2617583,-0.27184948,-0.6060731,-0.03403509,-0.03380117,-0.4651852","0.5242028,-0.759987,-0.93923444","0.3109595,-0.77781034,-0.7823846,-0.09038864,-0.123523585,-0.6002247,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.3109595,-0.77781034,-0.7823846,-0.09038864,-0.123523585,-0.6002247,-0.03403509,-0.03380117,-0.4651852","-0.7528827,0.11194539,-0.72280014","0.23906463,-0.76241845,-0.86003536,-0.07203933,-0.05933221,-0.5061637,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.23906463,-0.76241845,-0.86003536,-0.07203933,-0.05933221,-0.5061637,-0.03403509,-0.03380117,-0.4651852","0.14579761,0.15494454,-0.3335812","0.25298724,-0.74111444,-0.8958721,-0.059582707,-0.052446313,-0.45617816,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.25298724,-0.74111444,-0.8958721,-0.059582707,-0.052446313,-0.45617816,-0.03403509,-0.03380117,-0.4651852","0.06789732,-0.1526491,-0.019231081","0.25947094,-0.7621029,-0.897938,-0.0479226,-0.042420246,-0.45711744,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.25947094,-0.7621029,-0.897938,-0.0479226,-0.042420246,-0.45711744,-0.03403509,-0.03380117,-0.4651852","0.027884483,-0.12945944,0.040547967","0.2621337,-0.779903,-0.8935818,-0.04154311,-0.036319412,-0.46556535,-0.03403509,-0.03380117,-0.4651852",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.069005854,-0.02982456,-0.29193363","0.6593734,-0.9789776,-0.9848118","0.06296537,-0.13460438,-0.10579895,-0.4138033,-0.07703559,0.8755745,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.06296537,-0.13460438,-0.10579895,-0.4138033,-0.07703559,0.8755745,-0.069005854,-0.02982456,-0.29193363","0.65015304,0.127002,-0.9855322","0.12505026,-0.11714226,-0.21167532,-0.4636439,-0.18586716,0.7868379,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.12505026,-0.11714226,-0.21167532,-0.4636439,-0.18586716,0.7868379,-0.069005854,-0.02982456,-0.29193363","-0.09793192,-0.7660295,-0.98697597","0.11569848,-0.22246738,-0.3177068,-0.6757321,-0.25084028,0.48073262,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.11569848,-0.22246738,-0.3177068,-0.6757321,-0.25084028,0.48073262,-0.069005854,-0.02982456,-0.29193363","0.8747469,-0.95962757,-0.79918313","0.19923046,-0.35441124,-0.4035635,-0.6665483,-0.47467577,0.096535176,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.19923046,-0.35441124,-0.4035635,-0.6665483,-0.47467577,0.096535176,-0.069005854,-0.02982456,-0.29193363","0.23651707,-0.7806183,-0.9153312","0.22181612,-0.46174228,-0.5018981,-0.5805415,-0.4783234,-0.2385397,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.22181612,-0.46174228,-0.5018981,-0.5805415,-0.4783234,-0.2385397,-0.069005854,-0.02982456,-0.29193363","-0.49476993,-0.7026739,-0.9707779","0.17456917,-0.5583564,-0.6061893,-0.49626252,-0.2964033,-0.47141826,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.17456917,-0.5583564,-0.6061893,-0.49626252,-0.2964033,-0.47141826,-0.069005854,-0.02982456,-0.29193363","0.6748936,-0.8265166,-0.92753226","0.23901662,-0.6719982,-0.7058346,-0.2567254,-0.23167463,-0.5950258,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.23901662,-0.6719982,-0.7058346,-0.2567254,-0.23167463,-0.5950258,-0.069005854,-0.02982456,-0.29193363","-0.32859665,0.06593633,-0.91424614","0.20763803,-0.6629324,-0.80405265,-0.18543103,-0.13435876,-0.5259403,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.20763803,-0.6629324,-0.80405265,-0.18543103,-0.13435876,-0.5259403,-0.069005854,-0.02982456,-0.29193363","-0.283975,0.048236847,-0.95020604","0.18052047,-0.6563001,-0.9061339,-0.107330255,-0.061496425,-0.4225565,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.18052047,-0.6563001,-0.9061339,-0.107330255,-0.061496425,-0.4225565,-0.069005854,-0.02982456,-0.29193363","-0.009154439,0.50854206,-0.70693445","0.17964628,-0.5863783,-0.9820802,-0.07733382,-0.042105168,-0.31529394,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.17964628,-0.5863783,-0.9820802,-0.07733382,-0.042105168,-0.31529394,-0.069005854,-0.02982456,-0.29193363","-0.2561289,0.09724593,-0.19575298","0.15518783,-0.5730075,-1.0,-0.07070488,-0.030936828,-0.290857,-0.069005854,-0.02982456,-0.29193363",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.09561404,-0.09532163,-0.59666026","-0.28988844,0.9883375,0.9880409","-0.027682237,0.13589132,0.10614586,0.42267022,-0.031039728,0.8739472,0.09561404,-0.09532163,-0.59666026",0.0
7,"-0.027682237,0.13589132,0.10614586,0.42267022,-0.031039728,0.8739472,0.09561404,-0.09532163,-0.59666026","-0.60035396,0.9584253,0.96466506","-0.08501168,0.2676699,0.20978042,0.7083623,-0.18781234,0.5610817,0.09561404,-0.09532163,-0.59666026",0.0
7,"-0.08501168,0.2676699,0.20978042,0.7083623,-0.18781234,0.5610817,0.09561404,-0.09532163,-0.59666026","-0.26177812,0.8727977,0.8332257","-0.110009596,0.3876751,0.29929438,0.81753343,-0.2882052,0.18651506,0.09561404,-0.09532163,-0.59666026",0.0
7,"-0.110009596,0.3876751,0.29929438,0.81753343,-0.2882052,0.18651506,0.09561404,-0.09532163,-0.59666026","0.003975749,0.9614115,0.9366319","-0.109629944,0.51986426,0.3999173,0.7893504,-0.27699703,-0.23600242,0.09561404,-0.09532163,-0.59666026",0.0
7,"-0.109629944,0.51986426,0.3999173,0.7893504,-0.27699703,-0.23600242,0.09561404,-0.09532163,-0.59666026","-0.91921145,0.8921577,0.9932357","-0.19740796,0.6425314,0.5066212,0.52966446,-0.37115875,-0.554856,0.09561404,-0.09532163,-0.59666026",0.0
7,"-0.19740796,0.6425314,0.5066212,0.52966446,-0.37115875,-0.554856,0.09561404,-0.09532163,-0.59666026","-0.77397054,0.8566513,0.94029975","-0.27131653,0.7603166,0.6076382,0.25840175,-0.28675961,-0.7128019,0.09561404,-0.09532163,-0.59666026",0.0
7,"-0.27131653,0.7603166,0.6076382,0.25840175,-0.28675961,-0.7128019,0.09561404,-0.09532163,-0.59666026","-0.22922611,0.5519582,0.9486308","-0.29320595,0.83620805,0.70955014,0.10748102,-0.13191287,-0.6967298,0.09561404,-0.09532163,-0.59666026",0.0
7,"-0.29320595,0.83620805,0.70955014,0.10748102,-0.13191287,-0.6967298,0.09561404,-0.09532163,-0.59666026","-0.100752234,-0.44345278,0.60594606","-0.30282706,0.77523565,0.7746472,0.09961947,-0.12973557,-0.6072559,0.09561404,-0.09532163,-0.59666026",0.0
7,"-0.30282706,0.77523565,0.7746472,0.09961947,-0.12973557,-0.6072559,0.09561404,-0.09532163,-0.59666026","0.17591357,0.08349109,0.12243509","-0.2860286,0.7867153,0.7878004,0.09115031,-0.105233744,-0.5975877,0.09561404,-0.09532163,-0.59666026",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.44070178,-0.067660816,-0.1767377","0.2366643,-0.91011393,-0.9409662","0.022599718,-0.12513599,-0.10108859,-0.39626986,-0.022378502,0.8889998,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.022599718,-0.12513599,-0.10108859,-0.39626986,-0.022378502,0.8889998,-0.44070178,-0.067660816,-0.1767377","0.30201542,-0.8571493,-0.95656395","0.051439993,-0.24298963,-0.20385286,-0.6872335,-0.10617094,0.6124715,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.051439993,-0.24298963,-0.20385286,-0.6872335,-0.10617094,0.6124715,-0.44070178,-0.067660816,-0.1767377","0.18911684,0.290241,-0.93980247","0.06949928,-0.20308301,-0.30481645,-0.6776805,-0.14443073,0.5337189,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.06949928,-0.20308301,-0.30481645,-0.6776805,-0.14443073,0.5337189,-0.44070178,-0.067660816,-0.1767377","0.4508381,-0.55961907,-0.98604083","0.11255104,-0.28002778,-0.41074744,-0.7288243,-0.26283965,0.2304962,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.11255104,-0.28002778,-0.41074744,-0.7288243,-0.26283965,0.2304962,-0.44070178,-0.067660816,-0.1767377","-0.054071784,-0.47167277,-0.9764937","0.10738758,-0.34488037,-0.5156528,-0.7041562,-0.24086797,-0.040228467,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.10738758,-0.34488037,-0.5156528,-0.7041562,-0.24086797,-0.040228467,-0.44070178,-0.067660816,-0.1767377","-0.1952964,-0.52073336,-0.82834834","0.08873819,-0.4164786,-0.60464275,-0.62525076,-0.17294571,-0.25651255,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.08873819,-0.4164786,-0.60464275,-0.62525076,-0.17294571,-0.25651255,-0.44070178,-0.067660816,-0.1767377","-0.03820157,0.42210162,-0.93940145","0.08509021,-0.35844186,-0.70556325,-0.52041423,-0.1365255,-0.24320558,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.08509021,-0.35844186,-0.70556325,-0.52041423,-0.1365255,-0.24320558,-0.44070178,-0.067660816,-0.1767377","-0.0029711723,0.15846884,-0.5532525","0.08480649,-0.33665326,-0.76499945,-0.4500698,-0.116830036,-0.24658638,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.08480649,-0.33665326,-0.76499945,-0.4500698,-0.116830036,-0.24658638,-0.44070178,-0.067660816,-0.1767377","-0.22441137,0.37552774,-0.29077482","0.06337682,-0.28502017,-0.7962375,-0.42640215,-0.08013228,-0.20358373,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.06337682,-0.28502017,-0.7962375,-0.42640215,-0.08013228,-0.20358373,-0.44070178,-0.067660816,-0.1767377","-0.010705352,0.19221544,0.08003974","0.062354535,-0.2585916,-0.78763884,-0.44127628,-0.081663415,-0.17068732,-0.44070178,-0.067660816,-0.1767377",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.068947375,-0.005614035,-0.61392003","-0.07266557,-0.916914,-0.954109","-0.0069390405,-0.12607095,-0.102500536,-0.40014532,0.014514859,0.8869232,-0.068947375,-0.005614035,-0.61392003",0.0
