state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.9260234,-0.0057894737,-0.1823602","-0.3311591,0.9806,0.9651836","-0.031623285,0.13482746,0.10369028,0.41736287,-0.035782926,0.87716764,0.9260234,-0.0057894737,-0.1823602",0.0
"-0.031623285,0.13482746,0.10369028,0.41736287,-0.035782926,0.87716764,0.9260234,-0.0057894737,-0.1823602","0.32315493,0.9534719,0.69302833","-0.0007643334,0.26592496,0.17814276,0.71134275,0.0040813508,0.60867286,0.9260234,-0.0057894737,-0.1823602",0.0
"-0.0007643334,0.26592496,0.17814276,0.71134275,0.0040813508,0.60867286,0.9260234,-0.0057894737,-0.1823602","-0.39910555,0.99581456,0.8302071","-0.038876016,0.40284434,0.2673324,0.87394065,-0.10143776,0.2039088,0.9260234,-0.0057894737,-0.1823602",0.0
"-0.038876016,0.40284434,0.2673324,0.87394065,-0.10143776,0.2039088,0.9260234,-0.0057894737,-0.1823602","0.39441502,0.9384823,0.23293269","-0.001212242,0.53188086,0.2923565,0.9124866,0.0023142565,-0.11843348,0.9260234,-0.0057894737,-0.1823602",0.0
"-0.001212242,0.53188086,0.2923565,0.9124866,0.0023142565,-0.11843348,0.9260234,-0.0057894737,-0.1823602","-0.0018388629,0.3452165,-0.282642","-0.0013878389,0.5793464,0.26199204,0.92664766,0.0017491424,-0.18158607,0.9260234,-0.0057894737,-0.1823602",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.61619884,0.34005848,0.62845707","0.4050641,0.94070613,0.7871076","0.038680688,0.12934226,0.08455946,0.3817894,0.05245653,0.8981813,0.61619884,0.34005848,0.62845707",0.0
"0.038680688,0.12934226,0.08455946,0.3817894,0.05245653,0.8981813,0.61619884,0.34005848,0.62845707","0.73711085,0.8283522,0.65586674","0.10906942,0.24323645,0.15501963,0.6203881,0.22745383,0.67742085,0.61619884,0.34005848,0.62845707",0.0
"0.10906942,0.24323645,0.15501963,0.6203881,0.22745383,0.67742085,0.61619884,0.34005848,0.62845707","0.33522403,0.38972127,-0.028628945","0.14108089,0.29682115,0.15194401,0.6634744,0.3213724,0.5900481,0.61619884,0.34005848,0.62845707",0.0
"0.14108089,0.29682115,0.15194401,0.6634744,0.3213724,0.5900481,0.61619884,0.34005848,0.62845707","0.2102673,-0.26147652,0.28213263","0.16115989,0.2608695,0.18225369,0.6153751,0.3478519,0.6117642,0.61619884,0.34005848,0.62845707",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.5575439,0.6142105,0.44441816","0.8538494,0.91581345,0.87445045","0.081536435,0.12591964,0.09394276,0.37569022,0.104380816,0.89404154,0.5575439,0.6142105,0.44441816",0.0
"0.081536435,0.12591964,0.09394276,0.37569022,0.104380816,0.89404154,0.5575439,0.6142105,0.44441816","0.8622544,0.11591673,0.72750664","0.16387548,0.14185761,0.17209928,0.43732724,0.25405547,0.80162305,0.5575439,0.6142105,0.44441816",0.0
"0.16387548,0.14185761,0.17209928,0.43732724,0.25405547,0.80162305,0.5575439,0.6142105,0.44441816","0.87820077,0.7734772,0.8061583","0.24773727,0.24820675,0.25870538,0.51675874,0.51759475,0.52424586,0.5575439,0.6142105,0.44441816",0.0
"0.24773727,0.24820675,0.25870538,0.51675874,0.51759475,0.52424586,0.5575439,0.6142105,0.44441816","0.16907227,0.6787319,-0.9250423","0.26388246,0.34152892,0.1593275,0.53573596,0.59320045,0.4957605,0.5575439,0.6142105,0.44441816",0.0
"0.26388246,0.34152892,0.1593275,0.53573596,0.59320045,0.4957605,0.5575439,0.6142105,0.44441816","0.002687335,0.33095527,-0.35856152","0.2641391,0.38703358,0.12080701,0.5573946,0.617829,0.4609185,0.5575439,0.6142105,0.44441816",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.6342105,-0.5009357,0.22827868","-0.94059116,0.97648025,0.9909364","-0.089819625,0.13426101,0.10645691,0.40593433,-0.11165811,0.875356,0.6342105,-0.5009357,0.22827868",0.0
"-0.089819625,0.13426101,0.10645691,0.40593433,-0.11165811,0.875356,0.6342105,-0.5009357,0.22827868","-0.46329558,0.96253943,0.840806","-0.134061,0.26660526,0.19678523,0.66308,-0.2906973,0.58149225,0.6342105,-0.5009357,0.22827868",0.0
"-0.134061,0.26660526,0.19678523,0.66308,-0.2906973,0.58149225,0.6342105,-0.5009357,0.22827868","-0.7294016,-0.05842024,0.8110075","-0.20371354,0.2585728,0.28391227,0.6073224,-0.44494745,0.46746415,0.6342105,-0.5009357,0.22827868",0.0
"-0.20371354,0.2585728,0.28391227,0.6073224,-0.44494745,0.46746415,0.6342105,-0.5009357,0.22827868","-0.05143571,0.65951955,0.63146067","-0.20862527,0.34925336,0.3517505,0.664444,-0.50351363,0.18519361,0.6342105,-0.5009357,0.22827868",0.0
