state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.03385965,-0.0057894737,-0.6184311","0.5188091,0.99486876,0.96993923","0.049542505,0.13678934,0.10420118,0.41723996,0.071329914,0.87471133,0.03385965,-0.0057894737,-0.6184311",0.0
"0.049542505,0.13678934,0.10420118,0.41723996,0.071329914,0.87471133,0.03385965,-0.0057894737,-0.6184311","-0.00015819073,0.53925514,0.9368316","0.049527403,0.21093416,0.20484559,0.63998115,0.10624934,0.66368383,0.03385965,-0.0057894737,-0.6184311",0.0
"0.049527403,0.21093416,0.20484559,0.63998115,0.10624934,0.66368383,0.03385965,-0.0057894737,-0.6184311","0.19342637,0.9557643,0.9416237","0.06799822,0.34234685,0.3060048,0.81528074,0.18278508,0.27024254,0.03385965,-0.0057894737,-0.6184311",0.0
"0.06799822,0.34234685,0.3060048,0.81528074,0.18278508,0.27024254,0.03385965,-0.0057894737,-0.6184311","-0.57748514,0.9409132,0.98652077","0.012852582,0.47171766,0.41198733,0.83266324,0.039433204,-0.15292169,0.03385965,-0.0057894737,-0.6184311",0.0
"0.012852582,0.47171766,0.41198733,0.83266324,0.039433204,-0.15292169,0.03385965,-0.0057894737,-0.6184311","-0.16786647,0.9158516,0.9742824","-0.0031774458,0.59764254,0.5166551,0.6690222,-0.0008887519,-0.48828617,0.03385965,-0.0057894737,-0.6184311",0.0
"-0.0031774458,0.59764254,0.5166551,0.6690222,-0.0008887519,-0.48828617,0.03385965,-0.0057894737,-0.6184311","0.22603738,0.9507599,0.982252","0.018407485,0.7283672,0.622179,0.40105543,0.029017773,-0.67757934,0.03385965,-0.0057894737,-0.6184311",0.0
"0.018407485,0.7283672,0.622179,0.40105543,0.029017773,-0.67757934,0.03385965,-0.0057894737,-0.6184311","-0.5690436,0.9716271,0.9523773","-0.03593205,0.861961,0.7244934,0.12518269,-0.008364801,-0.6907422,0.03385965,-0.0057894737,-0.6184311",0.0
"-0.03593205,0.861961,0.7244934,0.12518269,-0.008364801,-0.6907422,0.03385965,-0.0057894737,-0.6184311","-0.6912861,0.1355629,0.76823115","-0.10194485,0.8806003,0.8070249,0.034634743,-0.005388142,-0.5938388,0.03385965,-0.0057894737,-0.6184311",0.0
"-0.10194485,0.8806003,0.8070249,0.034634743,-0.005388142,-0.5938388,0.03385965,-0.0057894737,-0.6184311","-0.23378015,0.17321551,-0.16621464","-0.12426916,0.90441656,0.7891683,0.024944488,-0.004004652,-0.6195228,0.03385965,-0.0057894737,-0.6184311",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.0012865497,0.006081871,-0.7596475","0.8387799,0.9637698,0.98278487","0.0800974,0.13251339,0.105581194,0.4020004,0.10932485,0.8778985,-0.0012865497,0.006081871,-0.7596475",0.0
