state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.09532164,0.2316959,0.09418851","0.81476057,0.0141221285,0.9944277","0.07780372,0.0019417107,0.10683201,0.14518675,0.042178255,0.9680656,-0.09532164,0.2316959,0.09418851",0.0
"0.07780372,0.0019417107,0.10683201,0.14518675,0.042178255,0.9680656,-0.09532164,0.2316959,0.09418851","0.91897833,-0.10505104,0.9919009","0.16555949,-0.012502281,0.21339259,0.21905838,0.13213107,0.90529776,-0.09532164,0.2316959,0.09418851",0.0
"0.16555949,-0.012502281,0.21339259,0.21905838,0.13213107,0.90529776,-0.09532164,0.2316959,0.09418851","0.9201815,0.0019154549,0.9862083","0.25343013,-0.012238929,0.31934163,0.25281915,0.26660544,0.79683703,-0.09532164,0.2316959,0.09418851",0.0
"0.25343013,-0.012238929,0.31934163,0.25281915,0.26660544,0.79683703,-0.09532164,0.2316959,0.09418851","0.95440364,-0.25103664,0.9811852","0.34456876,-0.046755187,0.424751,0.17860533,0.34856665,0.6930478,-0.09532164,0.2316959,0.09418851",0.0
"0.34456876,-0.046755187,0.424751,0.17860533,0.34856665,0.6930478,-0.09532164,0.2316959,0.09418851","0.9515815,-0.14956951,0.9821634","0.4354379,-0.067320235,0.53026545,0.07766601,0.4063957,0.559728,-0.09532164,0.2316959,0.09418851",0.0
"0.4354379,-0.067320235,0.53026545,0.07766601,0.4063957,0.559728,-0.09532164,0.2316959,0.09418851","0.89590406,-0.1748569,0.9870441","0.5209902,-0.09136216,0.63630426,-0.032276906,0.40087846,0.4197728,-0.09532164,0.2316959,0.09418851",0.0
"0.5209902,-0.09136216,0.63630426,-0.032276906,0.40087846,0.4197728,-0.09532164,0.2316959,0.09418851","0.62822056,0.15927052,0.9742758","0.5809807,-0.06946329,0.7409714,-0.10517248,0.38143203,0.23815328,-0.09532164,0.2316959,0.09418851",0.0
"0.5809807,-0.06946329,0.7409714,-0.10517248,0.38143203,0.23815328,-0.09532164,0.2316959,0.09418851","-0.17223835,-0.5057095,0.86924744","0.56453323,-0.13899575,0.83435524,-0.06635184,0.29402485,0.16318323,-0.09532164,0.2316959,0.09418851",0.0
"0.56453323,-0.13899575,0.83435524,-0.06635184,0.29402485,0.16318323,-0.09532164,0.2316959,0.09418851","0.23727679,-0.059327066,0.49461412","0.5871914,-0.14715295,0.88749194,-0.076044,0.24922924,0.09690401,-0.09532164,0.2316959,0.09418851",0.0
"0.5871914,-0.14715295,0.88749194,-0.076044,0.24922924,0.09690401,-0.09532164,0.2316959,0.09418851","0.14587903,-0.036667705,0.06435573","0.60112184,-0.15219457,0.8944057,-0.08454429,0.23857589,0.09109782,-0.09532164,0.2316959,0.09418851",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.34847954,-0.2785965,-0.061672516","0.9374372,-0.94836205,-0.81245244","0.08951844,-0.1303949,-0.08728227,-0.37696746,-0.102875315,0.89506096,-0.34847954,-0.2785965,-0.061672516",0.0
"0.08951844,-0.1303949,-0.08728227,-0.37696746,-0.102875315,0.89506096,-0.34847954,-0.2785965,-0.061672516","0.82783365,-0.91771805,-0.9634194","0.16857055,-0.25657642,-0.19078302,-0.6124943,-0.351818,0.6073881,-0.34847954,-0.2785965,-0.061672516",0.0
"0.16857055,-0.25657642,-0.19078302,-0.6124943,-0.351818,0.6073881,-0.34847954,-0.2785965,-0.061672516","-0.2317431,-0.6107389,-0.99127614","0.14644077,-0.3405499,-0.2972764,-0.7501336,-0.3652463,0.287525,-0.34847954,-0.2785965,-0.061672516",0.0
"0.14644077,-0.3405499,-0.2972764,-0.7501336,-0.3652463,0.287525,-0.34847954,-0.2785965,-0.061672516","0.18610978,0.30281734,-0.9945501","0.1642129,-0.29891407,-0.40412155,-0.6891211,-0.38415772,0.20461412,-0.34847954,-0.2785965,-0.061672516",0.0
"0.1642129,-0.29891407,-0.40412155,-0.6891211,-0.38415772,0.20461412,-0.34847954,-0.2785965,-0.061672516","0.25967622,0.23253655,-0.97863406","0.1890101,-0.26694152,-0.5092568,-0.60456246,-0.4011338,0.108472526,-0.34847954,-0.2785965,-0.061672516",0.0
"0.1890101,-0.26694152,-0.5092568,-0.60456246,-0.4011338,0.108472526,-0.34847954,-0.2785965,-0.061672516","0.10144353,0.19500351,-0.9170892","0.19869721,-0.24012958,-0.6077803,-0.52686954,-0.37237406,0.021921847,-0.34847954,-0.2785965,-0.061672516",0.0
"0.19869721,-0.24012958,-0.6077803,-0.52686954,-0.37237406,0.021921847,-0.34847954,-0.2785965,-0.061672516","0.04828596,0.19848287,-0.7894187","0.20330817,-0.21283923,-0.692588,-0.45275432,-0.32897952,-0.035628747,-0.34847954,-0.2785965,-0.061672516",0.0
"0.20330817,-0.21283923,-0.692588,-0.45275432,-0.32897952,-0.035628747,-0.34847954,-0.2785965,-0.061672516","0.09251225,0.2641971,-0.5855136","0.21214241,-0.17651352,-0.7554901,-0.38632205,-0.29648387,-0.052079465,-0.34847954,-0.2785965,-0.061672516",0.0
"0.21214241,-0.17651352,-0.7554901,-0.38632205,-0.29648387,-0.052079465,-0.34847954,-0.2785965,-0.061672516","0.07920742,0.136585,-0.29824024","0.21970615,-0.15773381,-0.78753024,-0.34939378,-0.28099364,-0.059812002,-0.34847954,-0.2785965,-0.061672516",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.16397661,-0.26152048,-0.051931202","-0.8394263,0.8615799,0.98870206","-0.08015911,0.1184628,0.106216885,0.378963,-0.09152551,0.8911828,0.16397661,-0.26152048,-0.051931202",0.0
"-0.08015911,0.1184628,0.106216885,0.378963,-0.09152551,0.8911828,0.16397661,-0.26152048,-0.051931202","-0.839439,-0.482109,0.9888909","-0.16031943,0.052175295,0.2124541,0.33644453,-0.17879239,0.85586274,0.16397661,-0.26152048,-0.051931202",0.0
"-0.16031943,0.052175295,0.2124541,0.33644453,-0.17879239,0.85586274,0.16397661,-0.26152048,-0.051931202","-0.78953516,-0.23666847,0.9862001","-0.23571432,0.019634591,0.31840223,0.31580794,-0.28081897,0.7672646,0.16397661,-0.26152048,-0.051931202",0.0
"-0.23571432,0.019634591,0.31840223,0.31580794,-0.28081897,0.7672646,0.16397661,-0.26152048,-0.051931202","-0.68098813,0.18683112,0.97335696","-0.30074376,0.045322906,0.42297062,0.3139252,-0.42433172,0.59203136,0.16397661,-0.26152048,-0.051931202",0.0
"-0.30074376,0.045322906,0.42297062,0.3139252,-0.42433172,0.59203136,0.16397661,-0.26152048,-0.051931202","-0.35650158,0.31833863,0.96937704","-0.3347871,0.089092836,0.5271114,0.29926363,-0.5121823,0.37074414,0.16397661,-0.26152048,-0.051931202",0.0
"-0.3347871,0.089092836,0.5271114,0.29926363,-0.5121823,0.37074414,0.16397661,-0.26152048,-0.051931202","0.13347125,0.08052051,0.9744121","-0.32204157,0.10016401,0.63179314,0.30473834,-0.476155,0.19748285,0.16397661,-0.26152048,-0.051931202",0.0
"-0.32204157,0.10016401,0.63179314,0.30473834,-0.476155,0.19748285,0.16397661,-0.26152048,-0.051931202","-0.06542575,-0.065804005,0.9710158","-0.32828924,0.09111632,0.73611,0.25421882,-0.41336647,0.070554666,0.16397661,-0.26152048,-0.051931202",0.0
"-0.32828924,0.09111632,0.73611,0.25421882,-0.41336647,0.070554666,0.16397661,-0.26152048,-0.051931202","-0.012606859,-0.22909254,0.90216184","-0.3294931,0.059617292,0.83302975,0.1992108,-0.32428494,-0.0029738653,0.16397661,-0.26152048,-0.051931202",0.0
"-0.3294931,0.059617292,0.83302975,0.1992108,-0.32428494,-0.0029738653,0.16397661,-0.26152048,-0.051931202","0.0942595,-0.117146194,0.5424955","-0.320492,0.043510314,0.89131033,0.17136852,-0.26012847,-0.042296145,0.16397661,-0.26152048,-0.051931202",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.31397662,-0.0057894737,-0.13221532","0.7035967,-0.9424198,-0.95711","0.067188375,-0.12957789,-0.10282293,-0.39977783,-0.079740174,0.8831978,-0.31397662,-0.0057894737,-0.13221532",0.0
"0.067188375,-0.12957789,-0.10282293,-0.39977783,-0.079740174,0.8831978,-0.31397662,-0.0057894737,-0.13221532","-0.3069663,-0.8408393,-0.9433927","0.03787532,-0.24518898,-0.20417221,-0.69443715,-0.07719183,0.6082874,-0.31397662,-0.0057894737,-0.13221532",0.0
"0.03787532,-0.24518898,-0.20417221,-0.69443715,-0.07719183,0.6082874,-0.31397662,-0.0057894737,-0.13221532","-0.5679667,-0.6464752,-0.9916758","-0.016361382,-0.33407602,-0.31070855,-0.82757854,0.048372447,0.27969438,-0.31397662,-0.0057894737,-0.13221532",0.0
"-0.016361382,-0.33407602,-0.31070855,-0.82757854,0.048372447,0.27969438,-0.31397662,-0.0057894737,-0.13221532","0.33914053,0.0240767,-0.99697167","0.016024075,-0.33076563,-0.41781387,-0.80072886,-0.034546982,0.1221617,-0.31397662,-0.0057894737,-0.13221532",0.0
"0.016024075,-0.33076563,-0.41781387,-0.80072886,-0.034546982,0.1221617,-0.31397662,-0.0057894737,-0.13221532","0.08567202,0.3759961,-0.9960164","0.024205131,-0.27906814,-0.5248165,-0.7189078,-0.048967093,0.06541514,-0.31397662,-0.0057894737,-0.13221532",0.0
"0.024205131,-0.27906814,-0.5248165,-0.7189078,-0.048967093,0.06541514,-0.31397662,-0.0057894737,-0.13221532","-0.031475782,0.27699447,-0.9919986","0.02119942,-0.24098285,-0.63138753,-0.6235291,-0.035786375,-0.007949025,-0.31397662,-0.0057894737,-0.13221532",0.0
"0.02119942,-0.24098285,-0.63138753,-0.6235291,-0.035786375,-0.007949025,-0.31397662,-0.0057894737,-0.13221532","0.01359272,0.2698009,-0.9831381","0.022497421,-0.20388664,-0.73700666,-0.5098353,-0.030290281,-0.06809791,-0.31397662,-0.0057894737,-0.13221532",0.0
"0.022497421,-0.20388664,-0.73700666,-0.5098353,-0.030290281,-0.06809791,-0.31397662,-0.0057894737,-0.13221532","-0.066942215,0.23802984,-0.94079006","0.016104918,-0.1711588,-0.83807635,-0.38751963,-0.013826521,-0.11220019,-0.31397662,-0.0057894737,-0.13221532",0.0
