state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.46362576,0.69900584,0.12066658","0.7346239,0.63830173,0.84311056","0.070151255,0.087763205,0.0905759,0.30027708,0.073202364,0.9290642,-0.46362576,0.69900584,0.12066658",0.0
"0.070151255,0.087763205,0.0905759,0.30027708,0.073202364,0.9290642,-0.46362576,0.69900584,0.12066658","0.9615774,0.89643407,0.7150607","0.16197492,0.21101828,0.16739532,0.5383962,0.30698067,0.71208316,-0.46362576,0.69900584,0.12066658",0.0
"0.16197492,0.21101828,0.16739532,0.5383962,0.30698067,0.71208316,-0.46362576,0.69900584,0.12066658","0.9675522,0.77399445,0.6848862","0.25436914,0.31743857,0.24097307,0.557237,0.581052,0.42111713,-0.46362576,0.69900584,0.12066658",0.0
"0.25436914,0.31743857,0.24097307,0.557237,0.581052,0.42111713,-0.46362576,0.69900584,0.12066658","0.96541965,0.38671446,0.69899464","0.34655973,0.37060985,0.3160665,0.39069372,0.7592097,0.19632432,-0.46362576,0.69900584,0.12066658",0.0
"0.34655973,0.37060985,0.3160665,0.39069372,0.7592097,0.19632432,-0.46362576,0.69900584,0.12066658","0.9540913,-0.09046179,0.4143381","0.4376685,0.35817185,0.3605791,0.15703088,0.8214039,0.15351024,-0.46362576,0.69900584,0.12066658",0.0
"0.4376685,0.35817185,0.3605791,0.15703088,0.8214039,0.15351024,-0.46362576,0.69900584,0.12066658","0.9238138,-0.14811337,0.23033452","0.52588606,0.33780706,0.3853241,-0.0721836,0.8143509,0.15698236,-0.46362576,0.69900584,0.12066658",0.0
"0.52588606,0.33780706,0.3853241,-0.0721836,0.8143509,0.15698236,-0.46362576,0.69900584,0.12066658","0.8527918,0.09023118,-0.07365441","0.60732144,0.35021338,0.37741137,-0.27894714,0.778241,0.14408553,-0.46362576,0.69900584,0.12066658",0.0
"0.60732144,0.35021338,0.37741137,-0.27894714,0.778241,0.14408553,-0.46362576,0.69900584,0.12066658","0.71411407,0.07291579,-0.08781028","0.67551416,0.36023897,0.36797783,-0.44235307,0.70818484,0.13805223,-0.46362576,0.69900584,0.12066658",0.0
"0.67551416,0.36023897,0.36797783,-0.44235307,0.70818484,0.13805223,-0.46362576,0.69900584,0.12066658","0.113598585,0.07505345,-0.06112629","0.68636197,0.37055844,0.361411,-0.47024173,0.69875824,0.12688738,-0.46362576,0.69900584,0.12066658",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.46842107,-0.7276023,-0.0990687","-0.8516134,0.9502531,0.9623606","-0.081322886,0.13065492,0.103387006,0.39852,-0.09810675,0.8816465,0.46842107,-0.7276023,-0.0990687",0.0
"-0.081322886,0.13065492,0.103387006,0.39852,-0.09810675,0.8816465,0.46842107,-0.7276023,-0.0990687","-0.90094894,0.9608562,0.9284183","-0.16735697,0.26276773,0.20312755,0.62780666,-0.35758942,0.57928365,0.46842107,-0.7276023,-0.0990687",0.0
"-0.16735697,0.26276773,0.20312755,0.62780666,-0.35758942,0.57928365,0.46842107,-0.7276023,-0.0990687","-0.8997123,0.86857355,0.9163486","-0.25327295,0.38219213,0.30157143,0.6081891,-0.61255604,0.19455044,0.46842107,-0.7276023,-0.0990687",0.0
"-0.25327295,0.38219213,0.30157143,0.6081891,-0.61255604,0.19455044,0.46842107,-0.7276023,-0.0990687","-0.7091821,0.6306268,0.58982897","-0.32099468,0.46890014,0.36493713,0.46734947,-0.7306816,-0.08413445,0.46842107,-0.7276023,-0.0990687",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.7401755,0.12935673,0.49050963","-0.18320298,0.9430189,0.8641691","-0.01749455,0.12966025,0.09283823,0.39565352,-0.01596954,0.89134246,0.7401755,0.12935673,0.49050963",0.0
