uoc,state,action,next_state,reward
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.03432749,0.11204678,-0.44393736","0.9226742,0.993461,0.9674623","0.088108696,0.13659579,0.10393508,0.40490228,0.12104885,0.87514144,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.088108696,0.13659579,0.10393508,0.40490228,0.12104885,0.87514144,-0.03432749,0.11204678,-0.44393736","0.736305,0.72655976,0.9907286","0.15842047,0.23649402,0.21036969,0.6037108,0.33459163,0.6143756,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.15842047,0.23649402,0.21036969,0.6037108,0.33459163,0.6143756,-0.03432749,0.11204678,-0.44393736","0.9357171,0.5059149,0.895375","0.24777466,0.30605474,0.3065604,0.5694413,0.5696669,0.34204695,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.24777466,0.30605474,0.3065604,0.5694413,0.5696669,0.34204695,-0.03432749,0.11204678,-0.44393736","0.93849874,0.851604,0.9846201","0.33739448,0.42314595,0.41233876,0.40170702,0.72858745,-0.054628734,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.33739448,0.42314595,0.41233876,0.40170702,0.72858745,-0.054628734,-0.03432749,0.11204678,-0.44393736","0.15505075,0.9661696,0.9792886","0.3522007,0.5559893,0.51754427,0.3061467,0.62418973,-0.41952518,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.3522007,0.5559893,0.51754427,0.3061467,0.62418973,-0.41952518,-0.03432749,0.11204678,-0.44393736","0.45280063,0.7257576,0.9227443","0.39543986,0.6557773,0.6166752,0.15055332,0.45967132,-0.5998434,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.39543986,0.6557773,0.6166752,0.15055332,0.45967132,-0.5998434,-0.03432749,0.11204678,-0.44393736","0.9635551,0.20396328,0.99287295","0.4874524,0.68382126,0.7233402,0.0064954786,0.31162834,-0.5955738,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.4874524,0.68382126,0.7233402,0.0064954786,0.31162834,-0.5955738,-0.03432749,0.11204678,-0.44393736","0.66664267,0.44310653,0.92615306","0.55111194,0.74474615,0.8228373,-0.0283204,0.13863741,-0.54481,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.55111194,0.74474615,0.8228373,-0.0283204,0.13863741,-0.54481,-0.03432749,0.11204678,-0.44393736","-0.16765499,-0.30978715,0.64942694","0.53510207,0.7021521,0.8926056,-0.017579513,0.106156476,-0.45139673,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.53510207,0.7021521,0.8926056,-0.017579513,0.106156476,-0.45139673,-0.03432749,0.11204678,-0.44393736","0.66866565,-0.13663697,0.012876153","0.5989548,0.6833652,0.8939889,-0.04169811,0.110853486,-0.44458047,-0.03432749,0.11204678,-0.44393736",0.0
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.018888889,-0.02865497,-0.6184311","0.30064,0.96028423,0.92326546","0.028708942,0.13203415,0.09918699,0.40595174,0.04252583,0.88380426,0.018888889,-0.02865497,-0.6184311",0.0
7,"0.028708942,0.13203415,0.09918699,0.40595174,0.04252583,0.88380426,0.018888889,-0.02865497,-0.6184311","0.91066027,0.9882059,0.783965","0.11567039,0.2679074,0.18340881,0.6686253,0.26045707,0.59794056,0.018888889,-0.02865497,-0.6184311",0.0
7,"0.11567039,0.2679074,0.18340881,0.6686253,0.26045707,0.59794056,0.018888889,-0.02865497,-0.6184311","-0.20168191,0.90294385,0.8827214","0.09641122,0.39205754,0.2782401,0.8306402,0.26564083,0.20995909,0.018888889,-0.02865497,-0.6184311",0.0
7,"0.09641122,0.39205754,0.2782401,0.8306402,0.26564083,0.20995909,0.018888889,-0.02865497,-0.6184311","-0.5396466,0.9146482,0.6724061","0.044878885,0.517817,0.3504771,0.86680657,0.12887587,-0.16847606,0.018888889,-0.02865497,-0.6184311",0.0
7,"0.044878885,0.517817,0.3504771,0.86680657,0.12887587,-0.16847606,0.018888889,-0.02865497,-0.6184311","0.12926638,0.92842937,0.9613956","0.057222888,0.64547133,0.4537604,0.69984066,0.13306867,-0.5279668,0.018888889,-0.02865497,-0.6184311",0.0
7,"0.057222888,0.64547133,0.4537604,0.69984066,0.13306867,-0.5279668,0.018888889,-0.02865497,-0.6184311","-0.6907685,0.85968435,0.9420917","-0.008740489,0.7636736,0.5549698,0.45471415,-0.006697261,-0.7280553,0.018888889,-0.02865497,-0.6184311",0.0
7,"-0.008740489,0.7636736,0.5549698,0.45471415,-0.006697261,-0.7280553,0.018888889,-0.02865497,-0.6184311","-0.90640557,0.9240365,0.9745374","-0.09529564,0.8907239,0.6596649,0.15462478,-0.04166691,-0.7661321,0.018888889,-0.02865497,-0.6184311",0.0
7,"-0.09529564,0.8907239,0.6596649,0.15462478,-0.04166691,-0.7661321,0.018888889,-0.02865497,-0.6184311","0.2606218,0.050142765,0.85911846","-0.07040815,0.8976183,0.7519605,0.060445663,-0.007658469,-0.6669055,0.018888889,-0.02865497,-0.6184311",0.0
7,"-0.07040815,0.8976183,0.7519605,0.060445663,-0.007658469,-0.6669055,0.018888889,-0.02865497,-0.6184311","-0.91824615,-0.17999965,0.41404223","-0.158094,0.8728693,0.79644126,0.046459753,-0.01859518,-0.6070358,0.018888889,-0.02865497,-0.6184311",0.0
7,"-0.158094,0.8728693,0.79644126,0.046459753,-0.01859518,-0.6070358,0.018888889,-0.02865497,-0.6184311","-0.8390367,0.11909807,-0.051362753","-0.23821591,0.88924474,0.79092324,0.03186838,-0.021691397,-0.61602575,0.018888889,-0.02865497,-0.6184311",0.0
