state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.7611696,0.5850877,-0.2734317","0.87032866,0.9877013,0.9425881","0.08311008,0.13580385,0.10126283,0.4022599,0.113475375,0.87825215,0.7611696,0.5850877,-0.2734317",0.0
"0.08311008,0.13580385,0.10126283,0.4022599,0.113475375,0.87825215,0.7611696,0.5850877,-0.2734317","0.76337075,0.98714626,0.96222544","0.15600646,0.2715314,0.2046353,0.64584875,0.35114056,0.5615535,0.7611696,0.5850877,-0.2734317",0.0
"0.15600646,0.2715314,0.2046353,0.64584875,0.35114056,0.5615535,0.7611696,0.5850877,-0.2734317","0.47642207,0.9819343,0.9367355","0.20150131,0.40654233,0.3052694,0.70281225,0.522887,0.13716796,0.7611696,0.5850877,-0.2734317",0.0
"0.20150131,0.40654233,0.3052694,0.70281225,0.522887,0.13716796,0.7611696,0.5850877,-0.2734317","0.1730789,0.9202069,0.45927882","0.21802908,0.5330661,0.35460997,0.67101836,0.55562913,-0.20644586,0.7611696,0.5850877,-0.2734317",0.0
"0.21802908,0.5330661,0.35460997,0.67101836,0.55562913,-0.20644586,0.7611696,0.5850877,-0.2734317","0.06660426,0.57400954,-0.7477577","0.22438931,0.6119895,0.27427784,0.69072735,0.5952519,-0.27185217,0.7611696,0.5850877,-0.2734317",0.0
"0.22438931,0.6119895,0.27427784,0.69072735,0.5952519,-0.27185217,0.7611696,0.5850877,-0.2734317","-0.07246828,0.30385542,-0.61402196","0.21746911,0.65376806,0.20831303,0.726878,0.599121,-0.27526355,0.7611696,0.5850877,-0.2734317",0.0
"0.21746911,0.65376806,0.20831303,0.726878,0.599121,-0.27526355,0.7611696,0.5850877,-0.2734317","-0.054718256,0.10910642,-0.27116382","0.21224391,0.66876966,0.1791817,0.74590355,0.5944197,-0.26830932,0.7611696,0.5850877,-0.2734317",0.0
"0.21224391,0.66876966,0.1791817,0.74590355,0.5944197,-0.26830932,0.7611696,0.5850877,-0.2734317","-0.016912878,0.051728487,-0.0900476","0.21062887,0.67588216,0.16950777,0.75123173,0.59243584,-0.2708761,0.7611696,0.5850877,-0.2734317",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.7628071,0.255731,-0.6346448","0.25657952,-0.99212724,-0.95829886","0.024501476,-0.1364124,-0.10295065,-0.42026737,-0.026607316,0.87618095,-0.7628071,0.255731,-0.6346448",0.0
"0.024501476,-0.1364124,-0.10295065,-0.42026737,-0.026607316,0.87618095,-0.7628071,0.255731,-0.6346448","-0.64341474,-0.98467714,-0.5547436","-0.036939964,-0.27180046,-0.1625471,-0.70368594,0.08785994,0.61975676,-0.7628071,0.255731,-0.6346448",0.0
"-0.036939964,-0.27180046,-0.1625471,-0.70368594,0.08785994,0.61975676,-0.7628071,0.255731,-0.6346448","-0.016851246,-0.97892696,-0.7127105","-0.038549136,-0.4063979,-0.23911403,-0.8757362,0.11241021,0.2402979,-0.7628071,0.255731,-0.6346448",0.0
"-0.038549136,-0.4063979,-0.23911403,-0.8757362,0.11241021,0.2402979,-0.7628071,0.255731,-0.6346448","-0.11688292,-0.9603447,-0.9448849","-0.04971061,-0.5384404,-0.34062356,-0.86918825,0.14271699,-0.19953671,-0.7628071,0.255731,-0.6346448",0.0
"-0.04971061,-0.5384404,-0.34062356,-0.86918825,0.14271699,-0.19953671,-0.7628071,0.255731,-0.6346448","-0.29827327,-0.91995835,-0.7454249","-0.07819354,-0.66493,-0.42070496,-0.7137435,0.18491563,-0.53804857,-0.7628071,0.255731,-0.6346448",0.0
"-0.07819354,-0.66493,-0.42070496,-0.7137435,0.18491563,-0.53804857,-0.7628071,0.255731,-0.6346448","-0.18276763,-0.5324687,0.7047726","-0.09564652,-0.7381418,-0.34499076,-0.7267071,0.23124267,-0.61123264,-0.7628071,0.255731,-0.6346448",0.0
